,Name,Sex,Team,Sport,Medal,Medal_Count
1907,Christopher Zeller,M,Germany,Hockey,Bronze,1
1908,Christy Opara-Thompson,F,Nigeria,Athletics,Bronze,1
1909,Chrtien Andr Waydelich,M,France,Croquet,Bronze,1
1910,Chryste Dionne Gaines,F,United States,Athletics,Bronze,1
1911,Chu Mu-Yen,M,Chinese Taipei,Taekwondo,Bronze,1
1912,Chuhei Nanbu,M,Japan,Athletics,Bronze,1
1913,"Chukwuemeka Noubuisi ""Emeka"" Okafor",M,United States,Basketball,Bronze,1
1914,Cian O'Connor,M,Ireland,Equestrianism,Bronze,1
1915,Cino Civinini,M,Pistoja/Firenze,Gymnastics,Bronze,1
1916,Cipriano Chemello,M,Italy,Cycling,Bronze,1
1917,Claes Arne Borg,M,Sweden,Swimming,Bronze,2
1918,Claes Ture Wersll,M,Sweden,Tug-Of-War,Bronze,1
1919,Claes ke Borg,M,Sweden,Swimming,Bronze,1
1920,Claire Hamilton,F,Great Britain,Curling,Bronze,1
1921,Claire Rhiannon Carver-Dias,F,Canada,Synchronized Swimming,Bronze,1
1922,Clara Basiana Caellas,F,Spain,Synchronized Swimming,Bronze,1
1923,Clara Hughes,F,Canada,Cycling,Bronze,2
1924,Clara Hughes,F,Canada,Speed Skating,Bronze,2
1925,Clara Marie Schroth-Lomady,F,United States,Gymnastics,Bronze,1
1926,Clare Stephen Jacobs,M,United States,Athletics,Bronze,1
1927,"Clarence ""Roy"" Knickman",M,United States,Cycling,Bronze,1
1928,Clarence Adam Vinson,M,United States,Boxing,Bronze,1
1929,Clarence Chester Childs,M,United States,Athletics,Bronze,1
1930,"Clarence Earl ""Arnie"" Robinson, Jr.",M,United States,Athletics,Bronze,1
1931,"Clarence Elmer ""Bud"" Pinkston",M,United States,Diving,Bronze,2
1932,Clarence Harrison DeMar,M,United States,Athletics,Bronze,1
1933,"Clarence Henry ""Chris"" Newton",M,Canada,Boxing,Bronze,1
1934,Clarence Hill,M,Bermuda,Boxing,Bronze,1
1935,"Clarence Linden ""Buster"" Crabbe, Jr.",M,United States,Swimming,Bronze,1
1936,Clarence Oliver Gamble,M,United States-4,Tennis,Bronze,1
1937,"Clarence von Rosen, Jr.",M,Sweden,Equestrianism,Bronze,2
1938,Clarinda Maria Sinnige,F,Netherlands,Hockey,Bronze,1
1939,Clarissa Glennet Davis (-Wrightsil),F,United States,Basketball,Bronze,1
1940,Clarissa Kyoko Mei Ling Chun,F,United States,Wrestling,Bronze,1
1941,Claude Bourquard,M,France,Fencing,Bronze,1
1942,Claude Brodin,M,France,Fencing,Bronze,1
1943,Claude Paul Lucien Rouer,M,France,Cycling,Bronze,1
1944,Claude Piquemal,M,France,Athletics,Bronze,2
1945,Claude Roger Nigon,M,France,Fencing,Bronze,1
1946,Claude Stanley Jameson,M,St. Rose-2,Football,Bronze,1
1947,Claude-Lon Mascaux,M,France,Art Competitions,Bronze,1
1948,Claudia Antoinette Zwiers,F,Netherlands,Judo,Bronze,1
1949,Claudia Gertrud Kohde-Kilsch (-Lehmann),F,West Germany,Tennis,Bronze,1
1950,"Claudia Hildegard Zaczkiewicz (Reidick-, -Reidick)",F,West Germany,Athletics,Bronze,1
1951,Claudia Ins Burkart,F,Argentina,Hockey,Bronze,2
1952,Claudia Knzel-Nystad,F,Germany,Cross Country Skiing,Bronze,1
1953,Claudia Laura Grigorescu (-Van),F,Romania,Fencing,Bronze,1
1954,Claudia Mara Poll Ahrens,F,Costa Rica,Swimming,Bronze,2
1955,Claudia Mller,F,Germany,Football,Bronze,1
1956,Claudia Pasini,F,Italy,Fencing,Bronze,1
1957,Claudia Pechstein,F,Germany,Speed Skating,Bronze,2
1958,Claudia Renate Belderbos,F,Netherlands,Rowing,Bronze,1
1959,Claudia Wunderlich,F,East Germany,Handball,Bronze,1
1960,Claudio Andrs del Trnsito Maldonado Rivera,M,Chile,Football,Bronze,1
1961,Claudio Barrientos Negrn,M,Chile,Boxing,Bronze,1
1962,Claudio F. Zulianello,M,Argentina,Volleyball,Bronze,1
1963,Claudiu Eugen Ionescu,M,Romania,Handball,Bronze,1
1964,Claus Erhorn,M,West Germany,Equestrianism,Bronze,1
1965,Claus Owrn Hyer (-Hoyer-),M,Ormsund Roklub-2,Rowing,Bronze,1
1966,Clayton Murphy,M,United States,Athletics,Bronze,1
1967,Clemens Arnold,M,Germany,Hockey,Bronze,1
1968,Clement Haughton Langston Cazalet,M,Great Britain-3,Tennis,Bronze,1
1969,Clemente Rojas Prez,M,Colombia,Boxing,Bronze,1
1970,Clia Okoyino da Mbabi (-ai),F,Germany,Football,Bronze,1
1971,Clicien Alexandre Roger Bambuck,M,France,Athletics,Bronze,1
1972,Clinio Freitas,M,Brazil,Sailing,Bronze,1
1973,Clint David Robinson,M,Australia,Canoeing,Bronze,1
1974,"Cludia Maria ""Cludinha"" das Neves",F,Brazil,Basketball,Bronze,1
1975,Clyde Hefer,M,Australia,Rowing,Bronze,1
1976,Cntia Silva dos Santos,F,Brazil,Basketball,Bronze,1
1977,Cody Miller,M,United States,Swimming,Bronze,1
1978,Coleman Lewis Scott,M,United States,Wrestling,Bronze,1
1979,Colette Brand (-Roth),F,Switzerland,Freestyle Skiing,Bronze,1
1980,Colin Gordon Carruthers,M,Great Britain,Ice Hockey,Bronze,1
1981,Colin Kenneth Beashel,M,Australia,Sailing,Bronze,1
1982,Coline Mattel,F,France,Ski Jumping,Bronze,1
1983,Colleen M. O'Connor,F,United States-1,Figure Skating,Bronze,1
1984,Conchita Martnez Bernat,F,Spain,Tennis,Bronze,1
1985,Cong Xuedi,F,China,Basketball,Bronze,1
1986,Conny Pohlers,F,Germany,Football,Bronze,2
1987,Conor James Dwyer,M,United States,Swimming,Bronze,1
1988,Conrad (Konrad-) Olsen,M,Norway,Rowing,Bronze,1
1989,Conrad Adolf Christensen,M,Norway,Gymnastics,Bronze,1
1990,"Conrad Francis ""Conn"" Findlay",M,United States,Rowing,Bronze,1
1991,"Conrad Francis ""Conn"" Findlay",M,United States,Sailing,Bronze,1
1992,Conrado Prez Armenteros,M,Cuba,Basketball,Bronze,1
1993,"Consetta Anne ""Connie"" Caruccio-Lenz",F,United States,Gymnastics,Bronze,1
1994,Constana Pipot-Burcic,F,Romania,Rowing,Bronze,1
1995,"Constance Anne ""Connie"" Paraskevin-Young",F,United States,Cycling,Bronze,1
1996,Constance Sutton Titus,M,United States,Rowing,Bronze,1
1997,Constant Robert Cloquet,M,Belgium,Fencing,Bronze,1
1998,Constant Willem Feith,M,Netherlands,Football,Bronze,1
1999,Constantin Dumitrescu,M,Romania,Boxing,Bronze,1
2000,Constantin Sterea,M,Romania,Volleyball,Bronze,1
2001,Constantin Tudosie,M,Romania,Handball,Bronze,1
2002,Constantine Michael Louloudis,M,Great Britain,Rowing,Bronze,1
2003,Coralie Balmy,F,France,Swimming,Bronze,1
2004,Cord Hermann Mysegaes,M,Germany,Equestrianism,Bronze,1
2005,Corey Cogdell-Unrein,F,United States,Shooting,Bronze,2
2006,Corinne Mireille Dominique Niogret,F,France,Biathlon,Bronze,1
2007,Cormic Francis Cosgrove,M,St. Rose-2,Football,Bronze,1
2008,Cornel Duru,M,Romania,Handball,Bronze,2
2009,Cornel Penu,M,Romania,Handball,Bronze,1
2010,"Cornelia ""Conny"" van Bentum",F,Netherlands,Swimming,Bronze,1
2011,"Cornelia ""Kea"" Bouman (-Tiedemann)",F,Netherlands,Tennis,Bronze,1
2012,Cornelia Pfohl (-Griem),F,Germany,Archery,Bronze,1
2013,Cornelia Sideri,F,Romania,Canoeing,Bronze,1
2014,Cornelia Sirch (Embacher-),F,East Germany,Swimming,Bronze,2
2015,"Cornelis ""Cor"" Schuuring",M,Netherlands,Cycling,Bronze,1
2016,"Cornelis ""Cor"" Wijdekop",M,Netherlands,Canoeing,Bronze,1
2017,"Corneliu ""Cornel"" Marin",M,Romania,Fencing,Bronze,2
2018,"Corneliu ""Cornel"" Oros",M,Romania,Volleyball,Bronze,1
2019,Corneliu Valter Chifu,M,Romania,Volleyball,Bronze,1
2020,"Cornelius ""Cor"" Braasem",M,Netherlands,Water Polo,Bronze,1
2021,"Cornelius Edward ""Con"" Walsh",M,Canada,Athletics,Bronze,1
2022,Cosimo Antonio Fabrizio Ferro,M,Italy,Fencing,Bronze,1
2023,Costic Dafinoiu,M,Romania,Boxing,Bronze,1
2024,Costic Olaru,M,Romania,Canoeing,Bronze,1
2025,Courtenay Compton Becker-Dey,F,United States,Sailing,Bronze,1
2026,Courtney Anne Kupets (-Carter),F,United States,Gymnastics,Bronze,1
2027,Courtney Kennedy,F,United States,Ice Hockey,Bronze,1
2028,Courtney Lyn Hurley,F,United States,Fencing,Bronze,1
2029,Courtney Lynn Thompson,F,United States,Volleyball,Bronze,1
2030,Courtney Orville Rumbolt,M,Great Britain,Bobsleigh,Bronze,1
2031,Craig Howard Lincoln,M,United States,Diving,Bronze,1
2032,Craig John Monk,M,New Zealand,Sailing,Bronze,1
2033,Craig John Muller,M,Australia,Rowing,Bronze,1
2034,Craig Kline Dixon,M,United States,Athletics,Bronze,1
2035,Craig Scott Victory,M,Australia,Hockey,Bronze,1
2036,Cristian Bejarano Bentez,M,Mexico,Boxing,Bronze,1
2037,Cristian Gau,M,Romania,Handball,Bronze,1
2038,Cristian Malmagro Viaa,M,Spain,Handball,Bronze,1
2039,Cristian Savani,M,Italy,Volleyball,Bronze,1
2040,Cristian Zorzi,M,Italy,Cross Country Skiing,Bronze,1
2041,Cristin Andrs lvarez Valenzuela,M,Chile,Football,Bronze,1
2042,Cristina Bonta (-Ttaru),F,Romania,Gymnastics,Bronze,1
2043,Cristina Iovu,F,Moldova,Weightlifting,Bronze,1
2044,Cristina Teuscher,F,United States,Swimming,Bronze,1
2045,Csaba Giczy,M,Hungary,Canoeing,Bronze,1
2046,Csaba Horvth,M,Hungary,Canoeing,Bronze,1
2047,Csar Augusto Cielo Filho,M,Brazil,Swimming,Bronze,2
2048,Ctlina Ponor,F,Romania,Gymnastics,Bronze,1
2049,Cui Yongmei,F,China,Volleyball,Bronze,1
2050,Curdin Morell,M,Switzerland-1,Bobsleigh,Bronze,1
2051,Curt Heinz Foerstendorf,M,Germany,Hockey,Bronze,1
2052,"Curtis ""Curt"" Tomasevicz",M,United States-1,Bobsleigh,Bronze,1
2053,Curtis Allen Myden,M,Canada,Swimming,Bronze,3
2054,Curtis Charles Shears,M,United States,Fencing,Bronze,1
2055,"Curtis Melvin ""Curt"" Harnett",M,Canada,Cycling,Bronze,2
2056,Cuthbert Ross Cuthbert,M,Great Britain,Ice Hockey,Bronze,1
2057,"Cynthia ""Janay"" DeLoach (-Soukup)",F,United States,Athletics,Bronze,1
2058,"Cynthia Ann ""Cindy"" Potter-McIngvale (-Lasser)",F,United States,Diving,Bronze,1
2059,"Cynthia Lee ""Cindy"" Nelson",F,United States,Alpine Skiing,Bronze,1
2060,Cynthia Lynne Cooper (-Dyke),F,United States,Basketball,Bronze,1
2061,"Cynthia Margaret ""Cindy"" Neale-Ishoy",F,Canada,Equestrianism,Bronze,1
2062,"Cynthia Nicole ""Cindy"" Klassen",F,Canada,Speed Skating,Bronze,3
2063,Cyril Edgar Norris,M,Canada,Rowing,Bronze,1
2064,Cyril Henry Atwell Porter,M,Great Britain,Athletics,Bronze,1
2065,Cyril Norman Seedhouse,M,Great Britain,Athletics,Bronze,1
2066,Cyril William Gill,M,Great Britain,Athletics,Bronze,1
2067,Cyrille Maret,M,France,Judo,Bronze,1
2068,Cyro Marques Delgado,M,Brazil,Swimming,Bronze,1
2069,Cyrus Edwin Dallin,M,Boston Archers,Archery,Bronze,1
2070,Czesaw Kwieciski,M,Poland,Wrestling,Bronze,2
2071,Daedra Janel Charles (-Furlow),F,United States,Basketball,Bronze,1
2072,Dag Otto Lauritzen,M,Norway,Cycling,Bronze,1
2073,Dagmar Hase,F,Germany,Swimming,Bronze,1
2074,Dagmar Kersten,F,East Germany,Gymnastics,Bronze,1
2075,Dagmar Lurz (-Prott),F,West Germany,Figure Skating,Bronze,1
2076,Dagmar Neubauer (Rbsam-),F,East Germany,Athletics,Bronze,1
2077,Dagmar Saln (Mrner-),F,May Be,Sailing,Bronze,1
2078,Dagmara Wozniak (Woniak-),F,United States,Fencing,Bronze,1
2079,Dai Jun,M,China,Swimming,Bronze,1
2080,Dai Xiaoxiang,M,China,Archery,Bronze,1
2081,Daiki Ito,M,Japan,Ski Jumping,Bronze,1
2082,Daim D. Ramrez Echevarra,F,Cuba,Volleyball,Bronze,1
2083,Dainis Ozols,M,Latvia,Cycling,Bronze,1
2084,Dainius Adomaitis,M,Lithuania,Basketball,Bronze,1
2085,Daisuke Matsuzaka,M,Japan,Baseball,Bronze,1
2086,Daisuke Miura,M,Japan,Baseball,Bronze,1
2087,Daisuke Nishikawa,M,Japan,Gymnastics,Bronze,2
2088,Daisuke Takahashi,M,Japan,Figure Skating,Bronze,1
2089,Daiya Seto,M,Japan,Swimming,Bronze,1
2090,Dajana Butulija,F,Serbia,Basketball,Bronze,1
2091,Dale Walters,M,Canada,Boxing,Bronze,1
2092,Dalia Contreras Rivero,F,Venezuela,Taekwondo,Bronze,1
2093,"Dallas Crutcher Long, III",M,United States,Athletics,Bronze,1
2094,Damian Grichting,M,Switzerland,Curling,Bronze,1
2095,Damian Janikowski,M,Poland,Wrestling,Bronze,1
2096,Damian Warner,M,Canada,Athletics,Bronze,1
2097,Damien Michel Touya,M,France,Fencing,Bronze,1
2098,Damir Biani,M,Croatia,Handball,Bronze,1
2099,Damir karo,M,Yugoslavia,Boxing,Bronze,1
2100,Damjan Fras,M,Slovenia,Ski Jumping,Bronze,1
2101,Damon Laurance Diletti,M,Australia,Hockey,Bronze,2
2102,Dan Constantin Irimiciuc,M,Romania,Fencing,Bronze,1
2103,Dan Grleanu,M,Romania,Volleyball,Bronze,1
2104,Dan Marin,M,Romania,Handball,Bronze,1
2105,Dan Nicolae Potra,M,Romania,Gymnastics,Bronze,1
2106,Dan Olof Sderstrm,M,Sweden,Ice Hockey,Bronze,1
2107,Dana Chladek (Chladkov-),F,United States,Canoeing,Bronze,1
2108,Dana Faletic,F,Australia,Rowing,Bronze,1
2109,Dana Pyritz,F,Germany,Rowing,Bronze,1
2110,Dana Whitney Vollmer (-Grant),F,United States,Swimming,Bronze,1
2111,Dane Alex Bird-Smith,M,Australia,Athletics,Bronze,1
2112,Danell Johan Leyva Gonzalez,M,United States,Gymnastics,Bronze,1
2113,Dang Ye-Seo,F,South Korea,Table Tennis,Bronze,1
2114,"Daniel ""Dan"" Karabin",M,Czechoslovakia,Wrestling,Bronze,1
2115,"Daniel ""Dan"" Steele",M,United States-2,Bobsleigh,Bronze,1
2116,Daniel Akpeyi,M,Nigeria,Football,Bronze,1
2117,"Daniel Alrik ""Dan"" Sundn-Cullberg",M,Swedish Star,Sailing,Bronze,1
2118,Daniel Deuer,M,Germany,Equestrianism,Bronze,1
2119,"Daniel Edwin ""Ed"" Carmichael",M,United States,Gymnastics,Bronze,1
2120,Daniel Giger,M,Switzerland,Fencing,Bronze,1
2121,Daniel Goens,M,Belgium,Cycling,Bronze,1
2122,Daniel Goodfellow,M,Great Britain,Diving,Bronze,1
2123,Daniel Havel,M,Czech Republic,Canoeing,Bronze,2
2124,"Daniel Hubert ""Dan"" Barrow, Jr.",M,United States,Rowing,Bronze,1
2125,"Daniel James ""Dan"" Immerfall",M,United States,Speed Skating,Bronze,1
2126,"Daniel James ""Danny"" Collins",M,Australia,Canoeing,Bronze,1
2127,Daniel Jasinski,M,Germany,Athletics,Bronze,1
2128,Daniel Jean Claude Ernest Revenu,M,France,Fencing,Bronze,5
2129,Daniel Jorge Castellani,M,Argentina,Volleyball,Bronze,1
2130,"Daniel Joseph ""Danny Joe"" Everett",M,United States,Athletics,Bronze,1
2131,"Daniel Lee ""Dan"" Harrigan",M,United States,Swimming,Bronze,1
2132,"Daniel Lewis ""Dan"" Majerle",M,United States,Basketball,Bronze,1
2133,Daniel Liam Parsons,M,Canada,Rowing,Bronze,1
2134,Daniel M. Colla,M,Argentina,Volleyball,Bronze,1
2135,Daniel Mesotitsch,M,Austria,Biathlon,Bronze,1
2136,Daniel Noonan,M,Australia,Rowing,Bronze,1
2137,"Daniel Oliver ""Dan"" Brand",M,United States,Wrestling,Bronze,1
2138,"Daniel Patrick ""Danny"" O'Shea",M,Canada,Ice Hockey,Bronze,1
2139,"Daniel Patrick ""Gary"" Dineen",M,Canada,Ice Hockey,Bronze,1
2140,"Daniel Ploug ""Dan"" Jorgensen",M,United States,Swimming,Bronze,1
2141,Daniel Ren Claude Sangouma,M,France,Athletics,Bronze,1
2142,"Daniel Ricardo ""Danny"" Manning",M,United States,Basketball,Bronze,1
2143,"Daniel Robert ""Dan"" Greenbaum",M,United States,Volleyball,Bronze,1
2144,Daniel Roger Vlasquez,M,France,Athletics,Bronze,1
2145,Daniel Santos Pea,M,Puerto Rico,Boxing,Bronze,1
2146,Daniel Scott Purvis,M,Great Britain,Gymnastics,Bronze,1
2147,Daniel Sproule,M,Australia,Hockey,Bronze,2
2148,Daniel Steven Kowalski,M,Australia,Swimming,Bronze,2
2149,Daniel Strigel,M,Germany,Fencing,Bronze,1
2150,"Daniel Thomas ""Dan"" Carlisle",M,United States,Shooting,Bronze,1
2151,Daniel Walsh,M,United States,Rowing,Bronze,1
2152,"Daniel Wepener ""Daan"" Bekker",M,South Africa,Boxing,Bronze,1
2153,Daniel Yves Morelon,M,France,Cycling,Bronze,1
2154,Daniela Costian,F,Australia,Athletics,Bronze,1
2155,Daniela Druncea,F,Romania,Rowing,Bronze,1
2156,Daniela Gtz,F,Germany,Swimming,Bronze,1
2157,Daniela Hunger,F,East Germany,Swimming,Bronze,1
2158,Daniela Hunger,F,Germany,Swimming,Bronze,2
2159,Daniela Neunast,F,Germany,Rowing,Bronze,1
2160,Daniela Walkowiak-Pilecka (-Lewicka),F,Poland,Canoeing,Bronze,1
2161,Daniele Bonera,M,Italy,Football,Bronze,1
2162,Daniele Crosta,M,Italy,Fencing,Bronze,1
2163,Daniele De Rossi,M,Italy,Football,Bronze,1
2164,Danielle Nicole Page,F,Serbia,Basketball,Bronze,1
2165,Danielle Stewart,F,Australia,Softball,Bronze,1
2166,Daniil Sergeyevich Burkenya,M,Russia,Athletics,Bronze,1
2167,"Daniil Yevgenyevich ""Danny"" Markov",M,Russia,Ice Hockey,Bronze,1
2168,Danijela Kristina Rundqvist,F,Sweden,Ice Hockey,Bronze,1
2169,"Danila Sergeyevich ""Dan"" Izotov",M,Russia,Swimming,Bronze,1
2170,Danile Debernard,F,France,Alpine Skiing,Bronze,1
2171,Danile Laumann,F,Canada,Rowing,Bronze,1
2172,Danilo Ikodinovi,M,Serbia and Montenegro,Water Polo,Bronze,1
2173,Daniyal Magomedovich Gadzhiyev,M,Kazakhstan,Wrestling,Bronze,1
2174,Danka Bartekov,F,Slovakia,Shooting,Bronze,1
2175,Dante Boninfante,M,Italy,Volleyball,Bronze,1
2176,Danuta Kordaczuk-Wagner,F,Poland,Volleyball,Bronze,1
2177,Danuta Krystyna Nowak-Stachow (-Wroska),F,Poland,Gymnastics,Bronze,1
2178,Danzandarjaagiin Sereeter,M,Mongolia,Wrestling,Bronze,1
2179,Daphne Arden (-Slater),F,Great Britain,Athletics,Bronze,1
2180,Daphne Touw,F,Netherlands,Hockey,Bronze,1
2181,"Dara Grace Torres (-Hoffman, -Minas)",F,United States,Swimming,Bronze,4
2182,Darcy Clarence Hadfield,M,New Zealand,Rowing,Bronze,1
2183,Dariga Shakimova,F,Kazakhstan,Boxing,Bronze,1
2184,Dario Barbosa,M,Brazil,Shooting,Bronze,1
2185,Dario Dentale,M,Italy,Rowing,Bronze,1
2186,Darius Dimaviius,M,Lithuania,Basketball,Bronze,1
2187,Darius Lukminas,M,Lithuania,Basketball,Bronze,1
2188,Darius Maskolinas,M,Lithuania,Basketball,Bronze,1
2189,Darius Songaila,M,Lithuania,Basketball,Bronze,1
2190,Darius Vladovich Kasparaitis,M,Russia,Ice Hockey,Bronze,1
2191,Dariusz Edward Biakowski,M,Poland,Canoeing,Bronze,2
2192,Darren John Sutherland,M,Ireland,Boxing,Bronze,1
2193,Darren M. Chiacchia,M,United States,Equestrianism,Bronze,1
2194,Darryn William Hill,M,Australia,Cycling,Bronze,1
2195,Darya Vladimirovna Domracheva,F,Belarus,Biathlon,Bronze,1
2196,Daryll Saskia Neita,F,Great Britain,Athletics,Bronze,1
2197,Daulet Bolatovich Turlykhanov,M,Unified Team,Wrestling,Bronze,1
2198,Davian Dessaline Clarke,M,Jamaica,Athletics,Bronze,1
2199,"David ""Dave"" Davies",M,Great Britain,Swimming,Bronze,1
2200,"David ""Dave"" McMullin, III",M,United States,Hockey,Bronze,1
2201,"David Alan ""Dave"" Johnson",M,United States,Athletics,Bronze,1
2202,David Alasdair Boudia,M,United States,Diving,Bronze,2
2203,David Allan Grindley,M,Great Britain,Athletics,Bronze,1
2204,David Andrs Henrquez Espinoza,M,Chile,Football,Bronze,1
2205,David Barrufet Bofill,M,Spain,Handball,Bronze,2
2206,David Bissett,M,Canada-1,Bobsleigh,Bronze,1
2207,David Cameron Lee,M,United States,Volleyball,Bronze,1
2208,"David Charles ""Dave"" Berkoff",M,United States,Swimming,Bronze,1
2209,David Collin Starbrook,M,Great Britain,Judo,Bronze,1
2210,David Collins,M,United States,Rowing,Bronze,1
2211,"David Connolly ""Dave"" Hall",M,United States,Athletics,Bronze,1
2212,David Davis Cmara,M,Spain,Handball,Bronze,1
2213,David Donaldson Robertson,M,Great Britain,Golf,Bronze,1
2214,David Douillet,M,France,Judo,Bronze,1
2215,David Edward Joseph Ricketts,M,Great Britain,Cycling,Bronze,1
2216,David Edward Plummer,M,United States,Swimming,Bronze,1
2217,David G. H. Townsend,M,Great Britain,Rowing,Bronze,1
2218,David Gavin Dickson,M,Australia,Swimming,Bronze,3
2219,David Guest,M,Australia,Hockey,Bronze,1
2220,David Guy Westcott,M,Great Britain,Hockey,Bronze,1
2221,David Hebbert Boykett,M,Australia,Rowing,Bronze,1
2222,David Henry Jones,M,Great Britain,Athletics,Bronze,1
2223,David Hugh Segal,M,Great Britain,Athletics,Bronze,1
2224,David James Giles,M,Australia,Sailing,Bronze,1
2225,"David Lawson ""Dave"" Weill",M,United States,Athletics,Bronze,1
2226,"David Lee ""Dave"" Steen",M,Canada,Athletics,Bronze,1
2227,"David Lester ""Dave"" Laut",M,United States,Athletics,Bronze,1
2228,David Lowe,M,Great Britain,Swimming,Bronze,1
2229,David Lpez-Zubero Purcell,M,Spain,Swimming,Bronze,1
2230,David Ludovic George Hopetoun Carnegie,M,Great Britain,Skeleton,Bronze,1
2231,"David Luther ""Dave"" Roberts",M,United States,Athletics,Bronze,1
2232,David Marcelo Pizarro Corts,M,Chile,Football,Bronze,1
2233,"David Marsden ""Dave"" Rodger",M,New Zealand,Rowing,Bronze,1
2234,David Maurice Robinson,M,United States,Basketball,Bronze,1
2235,David McPherson Broome,M,Great Britain,Equestrianism,Bronze,2
2236,David Mercer,M,Great Britain,Weightlifting,Bronze,1
2237,David Michael Dunne,M,Great Britain,Swimming,Bronze,1
2238,David Michael Smith,M,United States,Volleyball,Bronze,1
2239,David Morgan,M,Australia,Swimming,Bronze,1
2240,David Neville,M,United States,Athletics,Bronze,1
2241,David O'Connor,M,United States,Equestrianism,Bronze,1
2242,David Oliver,M,United States,Athletics,Bronze,1
2243,"David Peter ""Dave"" Hemery",M,Great Britain,Athletics,Bronze,1
2244,David Price,M,Great Britain,Boxing,Bronze,1
2245,David Prinosil,M,Germany,Tennis,Bronze,1
2246,David Roberto Brcena Ros,M,Mexico,Equestrianism,Bronze,1
2247,"David Rollo ""Dave"" Anderson",M,Australia,Rowing,Bronze,1
2248,David Ross MacDonald,M,Canada,Sailing,Bronze,1
2249,David Sagitovich Belyavsky,M,Russia,Gymnastics,Bronze,1
2250,"David Stanley ""Dave"" Miller",M,Canada,Sailing,Bronze,1
2251,David Valeryevich Ayrapetyan,M,Russia,Boxing,Bronze,1
2252,David Vborn,M,Czech Republic,Ice Hockey,Bronze,1
2253,David Vladimirovi Musubes,M,Slovakia,Wrestling,Bronze,1
2254,David Weller,M,Jamaica,Cycling,Bronze,1
2255,David Wijnveldt,M,Netherlands,Football,Bronze,1
2256,David Wilkinson Jenkins,M,United States,Figure Skating,Bronze,1
2257,"David William ""Dave"" Power",M,Australia,Athletics,Bronze,1
2258,Davide Rummolo,M,Italy,Swimming,Bronze,1
2259,Davis Kamoga,M,Uganda,Athletics,Bronze,1
2260,Davis Welsh Phinney,M,United States,Cycling,Bronze,1
2261,"Davit ""Dato"" Marsagishvili",M,Georgia,Wrestling,Bronze,1
2262,Davit Gobejishvili,M,Unified Team,Wrestling,Bronze,1
2263,Davit Gvantseladze,M,Soviet Union,Wrestling,Bronze,1
2264,Davit Hambardzumyan,M,Soviet Union,Diving,Bronze,1
2265,Davit Torosyan,M,Soviet Union,Boxing,Bronze,1
2266,Davyd Abramovych Tyshler,M,Soviet Union,Fencing,Bronze,1
2267,Daynellis Montejo Poll,F,Cuba,Taekwondo,Bronze,1
2268,"De'Hashia Tonnek ""DeeDee"" Trotter",F,United States,Athletics,Bronze,1
2269,Dean Anthony Woods,M,Australia,Cycling,Bronze,2
2270,Dean Lester Pullar,M,Australia,Diving,Bronze,1
2271,Dean Martin Ward,M,Great Britain,Bobsleigh,Bronze,1
2272,Deanne Rose,F,Canada,Football,Bronze,1
2273,"Deborah ""Debbie"" Clarke (-Zemba)",F,Canada,Swimming,Bronze,2
2274,"Deborah ""Debbie"" Ferguson-McKenzie",F,Bahamas,Athletics,Bronze,1
2275,"Deborah ""Debbie"" McDonald",F,United States,Equestrianism,Bronze,1
2276,"Deborah Keplar ""Debbie"" Wilson",F,United States,Diving,Bronze,1
2277,"Deborah Lynn ""Debra"" Ochs (-Asay)",F,United States,Archery,Bronze,1
2278,"Debra Janine ""Debi"" Thomas",F,United States,Figure Skating,Bronze,1
2279,Deena Michelle Drossin-Kastor,F,United States,Athletics,Bronze,1
2280,Deidra Rae Dionne,F,Canada,Freestyle Skiing,Bronze,1
2281,Dejan Brovi,M,Serbia and Montenegro,Volleyball,Bronze,1
2282,Dejan Savi,M,Serbia,Water Polo,Bronze,1
2283,Dejan Savi,M,Serbia and Montenegro,Water Polo,Bronze,1
2284,Deji Aliu,M,Nigeria,Athletics,Bronze,1
2285,Delos Packard Thurber,M,United States,Athletics,Bronze,1
2286,Delphine Jeanine Annie Racinet-Reau,F,France,Shooting,Bronze,1
2287,Delphyne Heymann-Burlet,F,France,Biathlon,Bronze,1
2288,Delphyne Peretto,F,France,Biathlon,Bronze,1
2289,Demetrio Lozano Jarque,M,Spain,Handball,Bronze,3
2290,Demetrios Grous,M,"Phalainis ton Thorichtou ""Hydra""-2",Rowing,Bronze,1
2291,Demetrios Souranis,M,"Phalainis ton Thorichtou ""Hydra""-2",Rowing,Bronze,1
2292,Deng Shudi,M,China,Gymnastics,Bronze,1
2293,Denia Caballero Ponce,F,Cuba,Athletics,Bronze,1
2294,Denis Bunti,M,Croatia,Handball,Bronze,1
2295,Denis Gennadyevich Nizhegorodov,M,Russia,Athletics,Bronze,1
2296,Denis Guy Michel Tristant,M,France,Handball,Bronze,1
2297,Denis Igorevich Tsargush,M,Russia,Wrestling,Bronze,1
2298,Denis Ivanovich Krivoshlykov,M,Russia,Handball,Bronze,1
2299,Denis Lathoud,M,France,Handball,Bronze,1
2300,Denis Maksymilian Kudla,M,Germany,Wrestling,Bronze,1
2301,Denis Mikhaylovich Ablyazin,M,Russia,Gymnastics,Bronze,2
2302,Denis Oswald,M,Switzerland,Rowing,Bronze,1
2303,Denis Pigott,M,Australia,Equestrianism,Bronze,1
