,Name,Sex,Team,Sport,Medal,Medal_Count
6684,Leonard Steyaert,M,Belgium,Boxing,Bronze,1
6685,Leonardo Martn Gutirrez,M,Argentina,Basketball,Bronze,1
6686,Leonardo Sottani,M,Italy,Water Polo,Bronze,1
6687,"Leonardus ""Leo"" Nardus (Salomon-)",M,Netherlands,Fencing,Bronze,1
6688,"Leonel Marshall Steward, Sr.",M,Cuba,Volleyball,Bronze,1
6689,Leonel Surez Fajardo,M,Cuba,Athletics,Bronze,2
6690,"Leonhard ""Leo"" Freisinger",M,United States,Speed Skating,Bronze,1
6691,"Leonhard ""Leo"" Pohl",M,Germany,Athletics,Bronze,1
6692,"Leonid ""Leo"" Komarov",M,Finland,Ice Hockey,Bronze,1
6693,Leonid Aleksandrovich Bogdanov,M,Soviet Union,Fencing,Bronze,1
6694,Leonid Anatoliyovych Shaposhnykov,M,Ukraine,Rowing,Bronze,1
6695,Leonid Fedorovych Kolumbet,M,Soviet Union,Cycling,Bronze,1
6696,Leonid Georgiyevich Ilyichov,M,Soviet Union,Swimming,Bronze,2
6697,Leonid Iosypovych Buriak,M,Soviet Union,Football,Bronze,1
6698,Leonid Mikhaylovich Osipov,M,Soviet Union,Water Polo,Bronze,1
6699,Leonid Nikolayevich Zayko,M,Soviet Union,Volleyball,Bronze,1
6700,Leonid Vasilyevich Nazarenko,M,Soviet Union,Football,Bronze,1
6701,Leonid Viktorovich Pavlovsky,M,Soviet Union,Hockey,Bronze,1
6702,"Leontine Martha Henrica Petronella ""Leontien"" Zijlaard-van Moorsel",F,Netherlands,Cycling,Bronze,1
6703,Leopold Friedrich,M,Austria,Weightlifting,Bronze,1
6704,Leopoldo Serrantes,M,Philippines,Boxing,Bronze,1
6705,Leroy Denver Watson,M,Great Britain,Archery,Bronze,1
6706,Lesia Mykhailivna Kalytovska,F,Ukraine,Cycling,Bronze,1
6707,Lesley Allison Thompson-Willie,F,Canada,Rowing,Bronze,1
6708,Lesley Ashburner,M,United States,Athletics,Bronze,1
6709,Leslie George Rich,M,United States,Swimming,Bronze,1
6710,Leslie Janusz Hooker,M,Australia,Rowing,Bronze,1
6711,Leslie Savage,M,Great Britain,Swimming,Bronze,1
6712,Leslie Woods Milne,F,United States,Hockey,Bronze,1
6713,Leszek Bayski,M,Poland,Boxing,Bronze,2
6714,Leszek Leon Birkholc,M,Poland,Rowing,Bronze,1
6715,Leszek Marian Kosedowski,M,Poland,Boxing,Bronze,1
6716,"Leszek Melchior ""Lech"" Drogosz",M,Poland,Boxing,Bronze,1
6717,Leszek Robert Blanik,M,Poland,Gymnastics,Bronze,1
6718,Leszek Wadysaw Lubicz-Nycz,M,Poland,Fencing,Bronze,1
6719,Letitia Marion Hamilton,F,Ireland,Art Competitions,Bronze,1
6720,Lev Fyodorovich Kuznetsov,M,Soviet Union,Fencing,Bronze,2
6721,Lev Matveyevich Vaynshteyn (-Weinstein),M,Soviet Union,Shooting,Bronze,1
6722,Levi Leipheimer,M,United States,Cycling,Bronze,1
6723,"Lewis Arthur ""Lew"" Wyld",M,Great Britain,Cycling,Bronze,1
6724,Lewis Pendleton Sheldon,M,United States,Athletics,Bronze,2
6725,Leyla Begnyazovna Akhmerova,F,Soviet Union,Hockey,Bronze,1
6726,Li Bun-Hui,F,North Korea,Table Tennis,Bronze,1
6727,Li Bun-Hui,F,North Korea-1,Table Tennis,Bronze,1
6728,Li Byong-Uk,M,North Korea,Boxing,Bronze,1
6729,Li Chunxiu,F,China,Athletics,Bronze,1
6730,Li Dan,F,China,Trampolining,Bronze,1
6731,Li Deliang,M,China,Diving,Bronze,1
6732,Li Guojun,F,China,Volleyball,Bronze,1
6733,Li Gwang-Sik,M,North Korea,Boxing,Bronze,1
6734,Li Jia Wei,F,Singapore,Table Tennis,Bronze,1
6735,Li Jiajun,M,China,Short Track Speed Skating,Bronze,3
6736,Li Jinhe,M,China,Weightlifting,Bronze,1
6737,Li Jinzi,F,China,Boxing,Bronze,1
6738,Li Juan,F,China,Volleyball,Bronze,1
6739,Li Kongzheng,M,China,Diving,Bronze,1
6740,Li Lan,F,China,Handball,Bronze,1
6741,Li Meisu,F,China,Athletics,Bronze,1
6742,Li Na,F,China,Fencing,Bronze,1
6743,Li Ning,M,China,Gymnastics,Bronze,1
6744,Li Qian,F,China,Boxing,Bronze,1
6745,Li Ronghua,F,China,Rowing,Bronze,1
6746,Li Wenquan,M,China,Archery,Bronze,1
6747,Li Xiaopeng,M,China,Gymnastics,Bronze,1
6748,Li Xiaoqin,F,China,Basketball,Bronze,1
6749,Li Xiaoshuang,M,China,Gymnastics,Bronze,1
6750,Li Xuanxu,F,China,Swimming,Bronze,1
6751,Li Yanfeng,F,China,Athletics,Bronze,1
6752,Li Ye,M,China,Short Track Speed Skating,Bronze,1
6753,Li Yongbo,M,China-2,Badminton,Bronze,1
6754,Li Yuehong,M,China,Shooting,Bronze,1
6755,Li Yueming,F,China,Volleyball,Bronze,1
6756,Li Yunqi,M,China,Swimming,Bronze,1
6757,Li Zhongyun,F,China,Judo,Bronze,1
6758,Lia Manoliu (-Raica),F,Romania,Athletics,Bronze,2
6759,Lia Neal,F,United States,Swimming,Bronze,1
6760,Liam Andrew De Young,M,Australia,Hockey,Bronze,2
6761,Liam Nicholas Heath,M,Great Britain,Canoeing,Bronze,1
6762,Liana Mesa Luaces,F,Cuba,Volleyball,Bronze,1
6763,Liana Tsot'adze,F,Soviet Union,Diving,Bronze,1
6764,Liane Lissa Sato,F,United States,Volleyball,Bronze,1
6765,Liang Qin,F,China,Fencing,Bronze,1
6766,Libor Capalini,M,Czech Republic,Modern Pentathlon,Bronze,1
6767,"Lida Peyton ""Eliza"" Pollock (McMillen-)",F,United States,Archery,Bronze,2
6768,Lidia Szczerbiska (-Krl),F,Poland,Gymnastics,Bronze,1
6769,"Lidia Teresa Chmielnicka (muda-, -Obonczek)",F,Poland,Volleyball,Bronze,1
6770,Lidia Trettel,F,Italy,Snowboarding,Bronze,1
6771,Lidia Valentn Prez,F,Spain,Weightlifting,Bronze,1
6772,Lidiya Gavrilovna Kalinina-Ivanova,F,Soviet Union,Gymnastics,Bronze,1
6773,Lidiya Nikolayevna Alfeyeva,F,Soviet Union,Athletics,Bronze,1
6774,Lidiya Timofeyevna Glubokova,F,Soviet Union,Hockey,Bronze,1
6775,Lidiya Yevgenyevna Krylova,F,Soviet Union,Rowing,Bronze,1
6776,Lieuwe de Boer,M,Netherlands,Speed Skating,Bronze,1
6777,Lightfoot,M,Mohawk Indians-2,Lacrosse,Bronze,1
6778,Liisa-Maria Sneck,F,Finland,Ice Hockey,Bronze,1
6779,Lilian Cristina Lopes Gonalves,F,Brazil,Basketball,Bronze,1
6780,Liliya Mykolavna Yefremova (-Vaihina),F,Ukraine,Biathlon,Bronze,1
6781,Lily Marie Louise Carlstedt-Kelsby,F,Denmark,Athletics,Bronze,1
6782,Lin Chaopan,M,China,Gymnastics,Bronze,1
6783,Lin Li,F,China,Swimming,Bronze,1
6784,Lin Shih-Chia,F,Chinese Taipei,Archery,Bronze,1
6785,Lin Yanfen,F,China-2,Badminton,Bronze,1
6786,Lincoln Paul McIlravy,M,United States,Wrestling,Bronze,1
6787,Linda Bresonik,F,Germany,Football,Bronze,1
6788,Linda Flan Medalen,F,Norway,Football,Bronze,1
6789,Linda Kisabaka (-Iwan),F,Germany,Athletics,Bronze,1
6790,Linda Lee Gustavson (-McGuire),F,United States,Swimming,Bronze,1
6791,Linda Stahl,F,Germany,Athletics,Bronze,1
6792,Linda Vlimki,F,Finland,Ice Hockey,Bronze,1
6793,Linden Wiesman,F,United States,Equestrianism,Bronze,1
6794,"Lindsay Edward ""Lew"" Wilson",M,New Zealand,Rowing,Bronze,1
6795,Lindsey Caroline Kildow-Vonn,F,United States,Alpine Skiing,Bronze,1
6796,Linet Chepkwemoi Masai,F,Kenya,Athletics,Bronze,1
6797,Linn-Kristin Ullevoldster Riegelhuth Koren,F,Norway,Handball,Bronze,1
6798,Linsey Tarrel MacDonald,F,Great Britain,Athletics,Bronze,1
6799,Linus Butt,M,Germany,Hockey,Bronze,1
6800,Lionel Laurent,M,France,Biathlon,Bronze,1
6801,Lisa Carrington,F,New Zealand,Canoeing,Bronze,1
6802,Lisa Hahn-Altenburg,F,Germany,Hockey,Bronze,1
6803,Lisa Jayne Bayliss,F,Great Britain,Hockey,Bronze,1
6804,Lisa Laetitia Westerhof,F,Netherlands,Sailing,Bronze,1
6805,Lisa Maree Mackie,F,Australia,Swimming,Bronze,1
6806,Lisa Margrit Wilcox,F,United States,Equestrianism,Bronze,1
6807,Lisa Oldenhof,F,Australia,Canoeing,Bronze,1
6808,Lisa Raymond,F,United States-1,Tennis,Bronze,1
6809,Lisa Schtze,F,Germany,Hockey,Bronze,1
6810,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,Australia,Swimming,Bronze,2
6811,Lisbeth Korsmo-Berg,F,Norway,Speed Skating,Bronze,1
6812,Lise Christiane Rene Legrand (Golliot-),F,France,Wrestling,Bronze,1
6813,"Liselott Linsenhoff (Schindling-, -Rheinberger)",F,Germany,Equestrianism,Bronze,1
6814,Liu Guoliang,M,China,Table Tennis,Bronze,1
6815,Liu Jianjun,M,China-2,Badminton,Bronze,1
6816,Liu Liping,F,China,Handball,Bronze,1
6817,Liu Ou,F,China,Synchronized Swimming,Bronze,2
6818,Liu Qing,F,China,Basketball,Bronze,1
6819,Liu Shoubin,M,China,Weightlifting,Bronze,1
6820,Liu Xiaobo,M,China,Taekwondo,Bronze,1
6821,Liu Xuan,F,China,Gymnastics,Bronze,1
6822,Liu Yanan,F,China,Volleyball,Bronze,1
6823,Liu Yang,M,China,Gymnastics,Bronze,1
6824,Liu Yin,F,China,Curling,Bronze,1
6825,Liu Yumei,F,China,Handball,Bronze,1
6826,Liu Yuxiang,F,China,Judo,Bronze,1
6827,Liu Zhongqing,M,China,Freestyle Skiing,Bronze,1
6828,Liudmyla Dmytrivna Shevchenko,F,Ukraine,Handball,Bronze,1
6829,Liudmyla Vasylivna Aksenova (Shapovalova-),F,Soviet Union,Athletics,Bronze,1
6830,Liv Grete Skjelbreid-Poire,F,Norway,Biathlon,Bronze,1
6831,Livia Altmann,F,Switzerland,Ice Hockey,Bronze,1
6832,Livn Lpez Azcuy,M,Cuba,Wrestling,Bronze,1
6833,Ljubomir Radanovi,M,Yugoslavia,Football,Bronze,1
6834,Llewellyn Blackwell Evans,M,Wales-4,Hockey,Bronze,1
6835,Llewellyn George Herbert,M,South Africa,Athletics,Bronze,1
6836,Lloyd Barrington LaBeach,M,Panama,Athletics,Bronze,2
6837,"Lloyd Edgar Eisler, Jr.",M,Canada-1,Figure Skating,Bronze,2
6838,Lloyd Langlois,M,Canada,Freestyle Skiing,Bronze,1
6839,Lloyd Spencer Spooner,M,United States,Shooting,Bronze,2
6840,Lobke Berkhout,F,Netherlands,Sailing,Bronze,1
6841,"Lockwood Masters ""Woody"" Pirie",M,Margaret,Sailing,Bronze,1
6842,Lode Alphonse Wouters,M,Belgium,Cycling,Bronze,1
6843,Loedmila Arzjannikova,F,Unified Team,Archery,Bronze,1
6844,Lois Michelle Gibson,F,United States,Equestrianism,Bronze,1
6845,Lon Alfred Lcuyer,M,France,Shooting,Bronze,1
6846,Lon Auguste Marie Bronckaert,M,Belgium,Gymnastics,Bronze,1
6847,Lon Darrien,M,Belgium,Gymnastics,Bronze,1
6848,Lon Delsarte,M,France,Gymnastics,Bronze,1
6849,Lon Ernest Moreaux,M,France,Shooting,Bronze,3
6850,Lon Flament,M,Belgium,Rowing,Bronze,1
6851,Lon Pierre Nijs (Utterwulghe-),M,Belgium,Water Polo,Bronze,1
6852,Lon Se,M,France,Fencing,Bronze,2
6853,Lon Tellier,M,Sarcelle-3,Sailing,Bronze,1
6854,Lon douard Johnson,M,France,Shooting,Bronze,1
6855,Lonce Gaston Quentin,M,France,Archery,Bronze,1
6856,Lopold Clabots,M,Belgium,Gymnastics,Bronze,1
6857,Lopold Son,M,Belgium,Gymnastics,Bronze,1
6858,Lopold Standaert,M,Antwerpia V,Sailing,Bronze,1
6859,"Loraine ""Lori"" Melien",F,Canada,Swimming,Bronze,1
6860,"Lorenz Funk, Sr.",M,West Germany,Ice Hockey,Bronze,1
6861,Lorenz Schindelholz,M,Switzerland-1,Bobsleigh,Bronze,1
6862,Lorenzo Bertini,M,Italy,Rowing,Bronze,1
6863,Lorenzo Bosisio,M,Italy,Cycling,Bronze,1
6864,Lorenzo Martnez Cordero,M,Cuba,Volleyball,Bronze,1
6865,Lorenzo Porzio,M,Italy,Rowing,Bronze,1
6866,Lori Ann Endicott (-Vandersnick),F,United States,Volleyball,Bronze,1
6867,Lorne Howland Carr-Harris,M,Great Britain,Ice Hockey,Bronze,1
6868,"Lorraine Mary Moller (-Daws, -Smith)",F,New Zealand,Athletics,Bronze,1
6869,Lothar Knrzer,M,Germany,Athletics,Bronze,1
6870,Lothar Kurbjuweit,M,East Germany,Football,Bronze,1
6871,Lothar Metz,M,Germany,Wrestling,Bronze,1
6872,Lothar Michael Krieg,M,West Germany,Athletics,Bronze,1
6873,Lotte Friis,F,Denmark,Swimming,Bronze,1
6874,Lou Yun,M,China,Gymnastics,Bronze,1
6875,"Louis ""Lou"" Heim",M,Western Rowing Club-3,Rowing,Bronze,1
6876,"Louis ""Lou"" Otten",M,Netherlands,Football,Bronze,1
6877,"Louis ""Lou"" Salica",M,United States,Boxing,Bronze,1
6878,Louis Adrien Potheau,M,Guyoni,Sailing,Bronze,1
6879,Louis Albert Armand Etienne Delaunoij,M,Netherlands,Fencing,Bronze,1
6880,Louis Alexandre Laufray,M,Libellule de Paris,Water Polo,Bronze,1
6881,Louis Antoine Smith,M,Great Britain,Gymnastics,Bronze,2
6882,Louis Auguste Trousselier,M,France,Cycling,Bronze,1
6883,Louis Bernard Strebler,M,United States,Wrestling,Bronze,1
6884,Louis Bernot,M,France,Weightlifting,Bronze,1
6885,Louis Casimir Finet,M,Belgium,Equestrianism,Bronze,1
6886,Louis Chaillot,M,France,Cycling,Bronze,1
6887,Louis Charles Brguet,M,Namoussa,Sailing,Bronze,1
6888,Louis Charles Gantois,M,France,Canoeing,Bronze,1
6889,"Louis Daniel ""Lou"" Laurie (Lauria-)",M,United States,Boxing,Bronze,1
6890,Louis Diercxsens,M,Belgium,Hockey,Bronze,1
6891,"Louis Dufour, Jr.",M,Switzerland,Ice Hockey,Bronze,1
6892,Louis Edouard Albert Glineur,M,Belgium,Archery,Bronze,1
6893,Louis Eugne Richez,M,France,Archery,Bronze,1
6894,Louis George Martin,M,Great Britain,Weightlifting,Bronze,1
6895,"Louis Glenn ""Lou"" Marson",M,United States,Baseball,Bronze,1
6896,"Louis Guy ""Lou"" Wilkins",M,United States,Athletics,Bronze,1
6897,Louis Henin,M,Belgium,Gymnastics,Bronze,1
6898,Louis James Balbach,M,United States,Diving,Bronze,1
6899,"Louis Jean ""Jack"" Le Goff",M,France,Equestrianism,Bronze,1
6900,Louis Marie Joseph Le Beschu de Champsavin,M,France,Equestrianism,Bronze,1
6901,Louis Martin,M,France,Swimming,Bronze,1
6902,Louis Martin,M,Pupilles de Neptune de Lille #2-1,Water Polo,Bronze,1
6903,Louis Martin,M,Pupilles de Neptune de Lille-1,Swimming,Bronze,1
6904,Louis Moreau,M,France,Fencing,Bronze,1
6905,Louis Octave Lapize,M,France,Cycling,Bronze,1
6906,Louis Richard Bruno Julie,M,Mauritius,Boxing,Bronze,1
6907,Louis Sgura,M,France,Gymnastics,Bronze,1
6908,Louis Victor Marie Bonniot de Fleurac,M,France,Athletics,Bronze,1
6909,Louis Vincent Franois,M,France,Wrestling,Bronze,1
6910,Louise Jhncke (-Tjrnqvist),F,Sweden,Swimming,Bronze,1
6911,Lovett Ian O'Brien,M,Australia,Swimming,Bronze,1
6912,Lowell Orton North,M,Aphrodite,Sailing,Bronze,1
6913,Lszl Baranyai,M,Hungary,Gymnastics,Bronze,1
6914,Lszl Berti (Berty),M,Hungary,Fencing,Bronze,1
6915,"Lszl Cseh, Jr.",M,Hungary,Swimming,Bronze,2
6916,Lszl Felkai,M,Hungary,Water Polo,Bronze,2
6917,Lszl Hammerl,M,Hungary,Shooting,Bronze,1
6918,Lszl Jeney,M,Hungary,Water Polo,Bronze,1
6919,Lszl Klinga,M,Hungary,Wrestling,Bronze,1
6920,Lszl Kuncz,M,Hungary,Water Polo,Bronze,1
6921,Lszl Nagy,M,Hungary,Figure Skating,Bronze,1
6922,Lszl Nagy,M,Hungary-1,Figure Skating,Bronze,1
6923,Lszl Rczi,M,Hungary,Wrestling,Bronze,1
6924,Lszl Srosi,M,Hungary,Water Polo,Bronze,1
6925,Lszl Szabados,M,Hungary,Swimming,Bronze,1
6926,Lszl Szolls,M,Hungary-1,Figure Skating,Bronze,2
6927,Lszl Zarndi,M,Hungary,Athletics,Bronze,1
6928,Lu Chunlong,M,China,Trampolining,Bronze,1
6929,Lu Huali,F,China,Rowing,Bronze,1
6930,Lu Xiuzhi,F,China,Athletics,Bronze,1
6931,Lu Ying-Chi,F,Chinese Taipei,Weightlifting,Bronze,1
6932,Lu Zhiwu,M,China,Swimming,Bronze,1
6933,Luan Krasniqi,M,Germany,Boxing,Bronze,1
6934,Lubo Raansk,M,Czechoslovakia,Shooting,Bronze,1
6935,Lubomr Ncovsk,M,Czechoslovakia,Shooting,Bronze,1
6936,Lubomr Zajek,M,Czechoslovakia,Volleyball,Bronze,1
6937,Luc Camille Fernand Pillot,M,France,Sailing,Bronze,1
6938,Luc Henri Herv Guy Gardye de la Chapelle,M,France-1,Tennis,Bronze,1
6939,Luca Agamennoni,M,Italy,Rowing,Bronze,1
6940,Luca Andrea Sacchi,M,Italy,Swimming,Bronze,1
6941,Luca Giustolisi,M,Italy,Water Polo,Bronze,1
6942,Luca Scribani Rossi,M,Italy,Shooting,Bronze,1
6943,Lucas Calabrese,M,Argentina,Sailing,Bronze,1
6944,Lucas Pezzini Leiva,M,Brazil,Football,Bronze,1
6945,"Lucia Francisca ""Susi"" Susanti Haditono",F,Indonesia,Badminton,Bronze,1
6946,Lucia Morico,F,Italy,Judo,Bronze,1
6947,Lucia Peretti,F,Italy,Short Track Speed Skating,Bronze,1
6948,Lucian Vasilache,M,Romania,Handball,Bronze,1
6949,"Luciana Paula ""Lucha"" Aymar",F,Argentina,Hockey,Bronze,2
6950,Luciano Bruno,M,Italy,Boxing,Bronze,1
6951,Lucie Guay,F,Canada,Canoeing,Bronze,1
6952,Lucie Hradeck,F,Czech Republic,Tennis,Bronze,1
6953,Lucie afov,F,Czech Republic-1,Tennis,Bronze,1
6954,Lucien Alexandre Baudrier,M,Nina Claire-2,Sailing,Bronze,1
6955,Lucien Dehoux,M,Belgium,Gymnastics,Bronze,1
6956,Lucien Guiguet,M,France,Modern Pentathlon,Bronze,1
6957,Lucien Jean Londot,M,Univ. of Brussels,Football,Bronze,1
6958,Lucien L. Dolqus,M,France,Athletics,Bronze,1
6959,Lucija Polavder,F,Slovenia,Judo,Bronze,1
6960,Lucija Zaninovi,F,Croatia,Taekwondo,Bronze,1
6961,Lucile Wheeler (-Vaughan),F,Canada,Alpine Skiing,Bronze,1
6962,Lucio Ceccarini,M,Italy,Water Polo,Bronze,1
6963,Lucy Elizabeth Desmond,F,Great Britain,Gymnastics,Bronze,1
6964,Lucy Tyler-Sharman,F,Australia,Cycling,Bronze,1
6965,Lucyna Langer (-Kaek),F,Poland,Athletics,Bronze,1
6966,Ludger Beerbaum,M,Germany,Equestrianism,Bronze,1
6967,Ludk Pojezn,M,Czechoslovakia,Rowing,Bronze,2
6968,Ludovic C. Augustin,M,Haiti,Shooting,Bronze,1
6969,Ludovic Roux,M,France,Nordic Combined,Bronze,1
6970,Ludovic Valborge,M,Haiti,Shooting,Bronze,1
6971,Ludvk Dank,M,Czechoslovakia,Athletics,Bronze,1
6972,Ludvk Vbr,M,Czechoslovakia,Rowing,Bronze,1
6973,"Ludwig ""Lutz"" Gssing",M,West Germany,Equestrianism,Bronze,1
6974,Ludwig Wrede,M,Austria-2,Figure Skating,Bronze,1
6975,Luigi Beccali,M,Italy,Athletics,Bronze,1
6976,Luigi Mastrangelo,M,Italy,Volleyball,Bronze,2
6977,Luigi Roncaglia,M,Italy,Cycling,Bronze,1
6978,Luigi Samele,M,Italy,Fencing,Bronze,1
6979,Luigi Tarantino,M,Italy,Fencing,Bronze,3
6980,Luis Alberto Lucchetti,M,Argentina,Fencing,Bronze,1
6981,Luis Alberto Prez Rionda,M,Cuba,Athletics,Bronze,1
6982,Luis Alberto Scola Balvoa,M,Argentina,Basketball,Bronze,1
6983,Luis Felipe Martnez Snchez,M,Cuba,Boxing,Bronze,1
6984,Luis Gregorio Ramos Mision,M,Spain,Canoeing,Bronze,1
6985,Luis Ignacio de la Vega Leija,M,Mexico,Basketball,Bronze,1
6986,Luis Mara Usoz Quintana,M,Spain,Hockey,Bronze,1
6987,Luis Marano Dels Fournier,M,Cuba,Athletics,Bronze,1
6988,Luis Patricio Ormazbal Mozo,M,Chile,Football,Bronze,1
6989,Luisito Pi,M,Dominican Republic,Taekwondo,Bronze,1
6990,"Luiz Carlos ""Luizo"" Bombonato Goulart",M,Brazil,Football,Bronze,1
6991,Luiz Felipe Cortizo Gonalves de Azevedo,M,Brazil,Equestrianism,Bronze,2
6992,Luiz Yoshio Onmura,M,Brazil,Judo,Bronze,1
6993,Luiza Zotkowska,F,Poland,Speed Skating,Bronze,1
6994,Luk Bauer,M,Czech Republic,Cross Country Skiing,Bronze,2
6995,Luk Trefil,M,Czech Republic,Canoeing,Bronze,2
6996,Luka pik,M,Slovenia,Rowing,Bronze,1
6997,Lukas Fredrik Christian Nielsen,M,Denmark,Gymnastics,Bronze,1
6998,Lukas Hofer,M,Italy,Biathlon,Bronze,1
6999,Lukas Klapfer,M,Austria,Nordic Combined,Bronze,1
7000,Luke Doerner,M,Australia,Hockey,Bronze,1
7001,Luo Jianming,M,China,Weightlifting,Bronze,1
7002,Luo Xi,F,China,Synchronized Swimming,Bronze,1
7003,Lus Falco de Mena e Silva,M,Portugal,Equestrianism,Bronze,2
7004,Lus Javier Mosquera Lozano,M,Colombia,Weightlifting,Bronze,1
7005,Lus Jos Braamcamp Cardoso  de Meneses Margaride,M,Portugal,Equestrianism,Bronze,1
7006,Lutalo Massop-Muhammad,M,Great Britain,Taekwondo,Bronze,1
7007,Lutz Altepost,M,Germany,Canoeing,Bronze,1
7008,Lutz Mack,M,East Germany,Gymnastics,Bronze,1
7009,Lutz Unger,M,East Germany,Swimming,Bronze,1
7010,Luzius Redi,M,Switzerland,Ice Hockey,Bronze,1
7011,Lydia Ierodiaconou-Lassila,F,Australia,Freestyle Skiing,Bronze,1
7012,Lynda Ann Cornet,F,Netherlands,Rowing,Bronze,1
7013,Lyndon Rush,M,Canada-1,Bobsleigh,Bronze,1
7014,Lyndsay Wall,F,United States,Ice Hockey,Bronze,1
7015,Lyndsie Fogarty,F,Australia,Canoeing,Bronze,1
7016,Lyne Beaumont,F,Canada,Synchronized Swimming,Bronze,1
7017,Lynley Joye Hannen (-Coventry),F,New Zealand,Rowing,Bronze,1
7018,Lynn A. Jennings (Hill-),F,United States,Athletics,Bronze,1
7019,Lynn Marie Vidali (-Gautschi),F,United States,Swimming,Bronze,1
7020,Lynn Silliman,F,United States,Rowing,Bronze,1
7021,Lynn Williams (Kanuka-),F,Canada,Athletics,Bronze,1
7022,Lyubcho Stefanov Dyakov,M,Bulgaria,Shooting,Bronze,1
7023,Lyubomir Petrov,M,Bulgaria,Rowing,Bronze,1
7024,Lyubomira Kazanova,F,Bulgaria,Rhythmic Gymnastics,Bronze,1
7025,Lyubov Andreyevna Shutova,F,Russia,Fencing,Bronze,1
7026,Lyubov Mikhaylovna Volosova,F,Russia,Wrestling,Bronze,1
7027,Lyubov Petrovna Rusanova,F,Soviet Union,Swimming,Bronze,1
7028,Lyubov Viktorovna Cherkashina,F,Belarus,Rhythmic Gymnastics,Bronze,1
7029,Lyudmila Andreyevna Kondratyeva (-Sedykh),F,Soviet Union,Athletics,Bronze,1
7030,Lyudmila Andreyevna Yezhova-Grebenkova,F,Russia,Gymnastics,Bronze,1
7031,Lyudmila Borisovna Yegorova (-Sineva),F,Soviet Union,Gymnastics,Bronze,1
7032,Lyudmila Ilyinichna Zharkova-Maslakova,F,Soviet Union,Athletics,Bronze,2
7033,Lyudmila Iosifovna Khvedosyuk-Pinayeva,F,Soviet Union,Canoeing,Bronze,1
7034,Lyudmila Ivanovna Ignatyeva-Samotyosova,F,Soviet Union,Athletics,Bronze,1
7035,Lyudmila Ivanovna Turishcheva (-Borzova),F,Soviet Union,Gymnastics,Bronze,2
7036,Lyudmila Valeryevna Frolova,F,Soviet Union,Hockey,Bronze,1
7037,Lyudmila Vasilyevna Gudz (Pazich-),F,Unified Team,Handball,Bronze,1
7038,Lyudmila Vasilyevna Krokhina,F,Soviet Union,Rowing,Bronze,1
7039,Lyudmila Vyacheslavovna Prokashova,F,Kazakhstan,Speed Skating,Bronze,1
7040,Lyudmila Yevgenyevna Titova,F,Soviet Union,Speed Skating,Bronze,1
7041,Lzaro Jorge lvarez Estrada,M,Cuba,Boxing,Bronze,2
7042,Lzaro Reinoso Martnez,M,Cuba,Wrestling,Bronze,1
7043,Lzr Lovsz,M,Hungary,Athletics,Bronze,1
7044,Ma Geum-Ja,F,South Korea,Volleyball,Bronze,1
7045,Ma Wenge,M,China,Table Tennis,Bronze,1
7046,Ma Yanhong,F,China,Gymnastics,Bronze,1
7047,Ma Yunwen,F,China,Volleyball,Bronze,1
7048,Maarten Hendrik van Dulm,M,Netherlands,Fencing,Bronze,1
7049,"Mabel Bramwell Parton (Squire-, -Mavrogordato)",F,Great Britain,Tennis,Bronze,1
7050,Mabel Mosquera Mena,F,Colombia,Weightlifting,Bronze,1
7051,Macarena Aguilar Daz,F,Spain,Handball,Bronze,1
7052,Macha Alexandra van der Vaart,F,Netherlands,Hockey,Bronze,1
7053,Maciej Piotr asicki,M,Poland,Rowing,Bronze,1
7054,Maddison Keeney,F,Australia,Diving,Bronze,1
7055,"Madeline Jane ""Maya"" DiRado",F,United States,Swimming,Bronze,1
7056,Mads Reinholdt Rasmussen (-Kirke),M,Denmark,Rowing,Bronze,1
7057,"Mafaufau Tavito Lio Mafaufau Sanerivi ""David"" Talimatasi ""Tua""",M,New Zealand,Boxing,Bronze,1
7058,Magali Di Marco Messmer (Chopard-),F,Switzerland,Triathlon,Bronze,1
7059,Magdalena Fularczyk-Kozowska,F,Poland,Rowing,Bronze,1
7060,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,Netherlands,Swimming,Bronze,2
7061,Magdalena Schmidt (-Jakob),F,East Germany,Gymnastics,Bronze,1
7062,Magdalena Stoyanova Georgieva,F,Bulgaria,Rowing,Bronze,1
7063,Magdalena Wunderlich,F,West Germany,Canoeing,Bronze,1
7064,"Magdolna ""Magda"" Maros",F,Hungary,Fencing,Bronze,2
7065,Magnar Estenstad,M,Norway,Cross Country Skiing,Bronze,1
7066,Magnar Nikolai Isaksen,M,Norway,Football,Bronze,1
7067,"Magnus ""Max"" Herseth",M,Ormsund Roklub-2,Rowing,Bronze,1
7068,Magnus Hovdal Moan,M,Norway,Nordic Combined,Bronze,1
7069,Magnus Krog,M,Norway,Nordic Combined,Bronze,1
7070,Magomed Idrisovich Ibragimov,M,Uzbekistan,Wrestling,Bronze,1
7071,Magorzata Ksikiewicz (-Kubka),F,Poland,Shooting,Bronze,1
7072,Mahiedine Mekhissi-Benabbad,M,France,Athletics,Bronze,1
7073,Mahmoud Mollaghasemi Tabrizi,M,Iran,Wrestling,Bronze,1
7074,Mahmoud Namdjou,M,Iran,Weightlifting,Bronze,1
