,Name,Sex,Team,Sport,Medal,Medal_Count
441,Allison Marie Wagner,F,United States,Swimming,Silver,1
442,Allison Petra Cook-Tranquilli,F,Australia,Basketball,Silver,1
443,Allison Rodgers Schmitt,F,United States,Swimming,Silver,2
444,Allyson Michelle Felix,F,United States,Athletics,Silver,3
445,Almiro Bergamo,M,Italy,Rowing,Silver,1
446,Alois Klin,M,Switzerland,Nordic Combined,Silver,1
447,Alois Schnabel,M,Austria,Handball,Silver,1
448,Alosio Pires Alves,M,Brazil,Football,Silver,1
449,Alphonse Albert LaCroix,M,United States,Ice Hockey,Silver,1
450,Alphonse Allaert,M,Belgium,Archery,Silver,1
451,Alphonse Castex,M,France,Rugby,Silver,1
452,Alphonse Gemuseus,M,Switzerland,Equestrianism,Silver,1
453,Alphonse Higelin (Hglin-),M,France,Gymnastics,Silver,1
454,Alphonse Parfondry,M,Belgium,Cycling,Silver,1
455,Alphonse Van Mele,M,Belgium,Gymnastics,Silver,1
456,"Alphonzo Edward Bell, Sr.",M,United States-2,Tennis,Silver,1
457,"Althea Kristina ""Tina"" Cook (Gifford-)",F,Great Britain,Equestrianism,Silver,1
458,Alv Gjestvang,M,Norway,Speed Skating,Silver,1
459,Alva Merlin Colquhoun,F,Australia,Swimming,Silver,1
460,Alvah T. Meyer,M,United States,Athletics,Silver,1
461,Alvar Thiel,M,Sans Atout-1,Sailing,Silver,1
462,Alvin Leonardo Harrison,M,United States,Athletics,Silver,1
463,Alwin Schockemhle,M,West Germany,Equestrianism,Silver,1
464,Alyona Vladimirovna Kartashova,F,Russia,Wrestling,Silver,1
465,Amado Azar,M,Argentina,Boxing,Silver,1
466,Amanda Doman,F,Australia,Softball,Silver,1
467,Amanda Jo Weir (-Davis),F,United States,Swimming,Silver,3
468,Amanda Kessel,F,United States,Ice Hockey,Silver,1
469,Amanda Overland,F,Canada,Short Track Speed Skating,Silver,1
470,Amanda Ray Beard (-Brown),F,United States,Swimming,Silver,4
471,Amandine Suzanne Monique Leynaud,F,France,Handball,Silver,1
472,Amar Benikhlef,M,Algeria,Judo,Silver,1
473,Amauri Ribeiro,M,Brazil,Volleyball,Silver,1
474,Amaury Raymond Leveaux,M,France,Swimming,Silver,3
475,Amaurys Perez,M,Italy,Water Polo,Silver,1
476,Amber Gerganiya Beckitt (-Shelley),F,Australia,Swimming,Silver,1
477,Ambrus Nagy,M,Hungary,Fencing,Silver,1
478,Ambruse Vanzekin,M,Nigeria,Football,Silver,1
479,Amde Fournier,M,France,Cycling,Silver,1
480,Amelia Piccinini,F,Italy,Athletics,Silver,1
481,Amelie Kober,F,Germany,Snowboarding,Silver,1
482,Amelie Lux,F,Germany,Sailing,Silver,1
483,Amir Iqbal Khan,M,Great Britain,Boxing,Silver,1
484,Amlie Simone Mauresmo,F,France,Tennis,Silver,1
485,Amos Markovich Kash,M,Russia,Shooting,Silver,1
486,Amy Eileen Peterson (-Peck),F,United States,Short Track Speed Skating,Silver,1
487,Amy Lee White (-Ballidis),F,United States,Swimming,Silver,1
488,Amy Lynn Fuller (-Kearney),F,United States,Rowing,Silver,1
489,Amy Yuen-Yee Chow (-Ho),F,United States,Gymnastics,Silver,1
490,Amy-Cathrine de Bary,F,Switzerland,Equestrianism,Silver,1
491,An Ba-Ul,M,South Korea,Judo,Silver,1
492,An Kum-Ae,F,North Korea,Judo,Silver,1
493,An Yeong-Su,M,South Korea,Boxing,Silver,1
494,An Yulong,M,China,Short Track Speed Skating,Silver,1
495,An Zhongxin,F,China,Softball,Silver,1
496,Ana Fidelia Quirot Mor,F,Cuba,Athletics,Silver,1
497,Ana Gabriela Guevara Espinoza,F,Mexico,Athletics,Silver,1
498,"Ana Isabel ""Anabel"" Medina Garrigues",F,Spain-1,Tennis,Silver,1
499,Ana Macarena Rodrguez Prez,F,Argentina,Hockey,Silver,1
500,Ana Maria Florentina Brnz-Popescu,F,Romania,Fencing,Silver,1
501,Ana Radovi,F,Montenegro,Handball,Silver,1
502,Ana Titli,F,Yugoslavia,Handball,Silver,1
503,Ana oki,F,Montenegro,Handball,Silver,1
504,Anabel Gambero Erdozain,F,Argentina,Hockey,Silver,1
505,Anaisis Hernndez Sarria,F,Cuba,Judo,Silver,1
506,Anastasia Kelesidou,F,Greece,Athletics,Silver,2
507,Anastasia Vladimirovna Kuzmina (Shipulina-),F,Slovakia,Biathlon,Silver,1
508,Anastasios Metaxas,M,Greece,Shooting,Silver,1
509,Anastasiya Aleksandrovna Belikova,F,Russia,Volleyball,Silver,1
510,Anastasiya Aleksandrovna Kapachinskaya,F,Russia,Athletics,Silver,2
511,Anastasiya Nikolayevna Grishina,F,Russia,Gymnastics,Silver,1
512,Anastasiya Nikolayevna Kolesnikova,F,Russia,Gymnastics,Silver,1
513,Anastasiya Sergeyevna Voynova,F,Russia,Cycling,Silver,1
514,"Anastasiya Valeryevna ""Nastia"" Liukin",F,United States,Gymnastics,Silver,3
515,Anastasiya Valeryevna Zuyeva-Fesikova,F,Russia,Swimming,Silver,1
516,Anastasiya Vladimirovna Ivankova,F,Belarus,Rhythmic Gymnastics,Silver,1
517,Anastasiya Yuryevna Pozdnyakova,F,Russia,Diving,Silver,1
518,Anatoliy Antonovych Polishchuk,M,Soviet Union,Volleyball,Silver,1
519,Anatoly Aleksandrovich Roshchin,M,Soviet Union,Wrestling,Silver,2
520,Anatoly Alekseyevich Koteshev,M,Soviet Union,Fencing,Silver,1
521,Anatoly Ivanovich Nazarenko,M,Soviet Union,Wrestling,Silver,1
522,Anatoly Khamidullayevich Asrabayev,M,Unified Team,Shooting,Silver,1
523,Anatoly Konstantinovich Konev,M,Soviet Union,Basketball,Silver,1
524,Anatoly Mikhaylovich Bykov,M,Soviet Union,Wrestling,Silver,1
525,Anatoly Mikhaylovich Khrapaty,M,Kazakhstan,Weightlifting,Silver,1
526,Anatoly Nikolayevich Demitkov,M,Soviet Union,Canoeing,Silver,1
527,Anatoly Nikolayevich Kartashov,M,Soviet Union,Water Polo,Silver,1
528,Anatoly Vasilevich Starostin,M,Unified Team,Modern Pentathlon,Silver,1
529,Anatoly Viktorovich Fedyukin,M,Soviet Union,Handball,Silver,1
530,Anca Grigora (-Mihilescu),F,Romania,Gymnastics,Silver,1
531,Anders Christer Lyrbring,M,Sweden,Swimming,Silver,1
532,Anders Christian Golding,M,Denmark,Shooting,Silver,1
533,"Anders Gustaf Paulus ""Paul"" Paln",M,Sweden,Shooting,Silver,1
534,Anders Johnsson,M,Sweden,Shooting,Silver,1
535,Anders Moen,M,Norway,Gymnastics,Silver,1
536,Anders Oscar Ahlgren,M,Sweden,Wrestling,Silver,1
537,Anders Otto Pedersen,M,Denmark,Boxing,Silver,1
538,Anders Patrik Berglund,M,Sweden,Ice Hockey,Silver,1
539,"Anders Percival ""Percy"" Almstedt",M,Elsie,Sailing,Silver,1
540,Anders Peter Nielsen,M,Denmark,Shooting,Silver,3
541,Anders Sren Holmertz (Johansson-),M,Sweden,Swimming,Silver,4
542,Anders Wilhelm Andersson,M,Sweden,Shooting,Silver,1
543,Anderson de Oliveira Rodrigues,M,Brazil,Volleyball,Silver,1
544,Andr Alves da Cruz,M,Brazil,Football,Silver,1
545,Andr Barrais,M,France,Basketball,Silver,1
546,Andr Castanet,M,Racing Club de France,Athletics,Silver,1
547,Andr Chilo,M,France,Rugby,Silver,1
548,Andr Domingos da Silva,M,Brazil,Athletics,Silver,1
549,Andr Florschtz,M,Germany-1,Luge,Silver,1
550,Andr Gaboriaud,M,France,Fencing,Silver,1
551,Andr Gardre,M,France,Fencing,Silver,1
552,Andr Heller,M,Brazil,Volleyball,Silver,1
553,Andr Henri Pierre Even,M,France,Basketball,Silver,1
554,Andr Joseph Parmentier,M,France,Shooting,Silver,1
555,Andr Jules Henri Six,M,France,Swimming,Silver,1
556,Andr Jules Marie Coumans,M,Belgium,Equestrianism,Silver,1
557,Andr Labatut,M,France,Fencing,Silver,2
558,Andr Lange,M,Germany-1,Bobsleigh,Silver,1
559,Andr Luiz da Silva Nascimento,M,Brazil,Volleyball,Silver,1
560,Andr Lus dos Santos Ferreira,M,Brazil,Football,Silver,1
561,Andr Moccand,M,Switzerland,Rowing,Silver,1
562,Andr Nelis,M,Belgium,Sailing,Silver,1
563,Andr Ren Jousseaum,M,France,Equestrianism,Silver,2
564,Andra Vehovar,M,Slovenia,Canoeing,Silver,1
565,Andrae Williams,M,Bahamas,Athletics,Silver,1
566,Andranne Morin,F,Canada,Rowing,Silver,1
567,Andre De Grasse,M,Canada,Athletics,Silver,1
568,Andre Peter Gambucci,M,United States,Ice Hockey,Silver,1
569,Andrea Blas Martnez,F,Spain,Water Polo,Silver,1
570,Andrea Bod-Molnr,F,Hungary,Gymnastics,Silver,2
571,Andrea Duran,F,United States,Softball,Silver,1
572,Andrea Ehrig-Schne-Mitscherlich,F,East Germany,Speed Skating,Silver,5
573,Andrea Eife (-Gemsleben),F,East Germany,Swimming,Silver,1
574,Andrea Farkas (-Sgor),F,Hungary,Handball,Silver,1
575,Andrea Fuentes Fache,F,Spain,Synchronized Swimming,Silver,3
576,Andrea Gardini,M,Italy,Volleyball,Silver,1
577,Andrea Giani,M,Italy,Volleyball,Silver,2
578,Andrea Gyarmati (-Hesz),F,Hungary,Swimming,Silver,1
579,Andrea Heim (-Markus),F,East Germany,Volleyball,Silver,1
580,Andrea Henkel (-Burke),F,Germany,Biathlon,Silver,1
581,Andrea Hlavkov,F,Czech Republic-1,Tennis,Silver,1
582,Andrea Kilbourne (-Hill),F,United States,Ice Hockey,Silver,1
583,Andrea Kkesy (-Bernolk),F,Hungary-1,Figure Skating,Silver,1
584,Andrea Peron,M,Italy,Cycling,Silver,1
585,Andrea Pollack (-Pinske),F,East Germany,Swimming,Silver,3
586,Andrea Santarelli,M,Italy,Fencing,Silver,1
587,Andrea Sartoretti,M,Italy,Volleyball,Silver,2
588,Andrea Sybille Weiermann-Lietz,F,West Germany,Hockey,Silver,1
589,Andrea Zorzi,M,Italy,Volleyball,Silver,1
590,"Andreas ""Anderl"" Molterer",M,Austria,Alpine Skiing,Silver,1
591,"Andreas ""Andi"" Wenzel",M,Liechtenstein,Alpine Skiing,Silver,1
592,"Andreas ""Annan"" Knudsen",M,Marmi II-1,Sailing,Silver,1
593,"Andreas ""Traudl"" Trautmann",M,East Germany,Football,Silver,1
594,Andreas Bronst,M,East Germany,Gymnastics,Silver,1
595,Andreas Dittmer,M,Germany,Canoeing,Silver,1
596,Andreas Engelbert Rasmussen,M,Denmark,Hockey,Silver,1
597,Andreas Felder,M,Austria,Ski Jumping,Silver,1
598,Andreas Geritzer,M,Austria,Sailing,Silver,1
599,Andreas Ihle,M,Germany,Canoeing,Silver,1
600,Andreas Jens Krogh,M,Norway,Figure Skating,Silver,1
601,Andreas Keller,M,West Germany,Hockey,Silver,2
602,Andreas Knebel,M,East Germany,Athletics,Silver,1
603,Andreas Kofler,M,Austria,Ski Jumping,Silver,1
604,Andreas Kronthaler,M,Austria,Shooting,Silver,1
605,Andreas Kuffner,M,Germany,Rowing,Silver,1
606,Andreas Linger,M,Austria-1,Luge,Silver,1
607,Andreas Matt,M,Austria,Freestyle Skiing,Silver,1
608,Andreas Mollandin,M,West Germany,Hockey,Silver,1
609,Andreas Oliver Nilsson,M,Sweden,Handball,Silver,1
610,Andreas Schaad,M,Switzerland,Nordic Combined,Silver,1
611,Andreas Schltter,M,Germany,Cross Country Skiing,Silver,1
612,Andreas Schulz,M,East Germany,Rowing,Silver,1
613,Andreas Stadler,M,Austria,Weightlifting,Silver,1
614,Andreas Sthle,M,East Germany,Canoeing,Silver,1
615,Andreas Strand,M,Norway,Gymnastics,Silver,1
616,Andreas Suttner,M,Austria,Fencing,Silver,1
617,Andreas Tews,M,East Germany,Boxing,Silver,1
618,Andreas Thiel,M,West Germany,Handball,Silver,1
619,Andreas Wank,M,Germany,Ski Jumping,Silver,1
620,Andreas Wecker,M,East Germany,Gymnastics,Silver,1
621,Andreas Wecker,M,Germany,Gymnastics,Silver,1
622,Andreas Wels,M,Germany,Diving,Silver,1
623,Andreea Mdlina Rducan,F,Romania,Gymnastics,Silver,1
624,Andrei Igorov,M,Romania,Canoeing,Silver,1
625,Andrei Socaci,M,Romania,Weightlifting,Silver,1
626,Andrej Lukok,M,Czechoslovakia,Handball,Silver,1
627,Andrejus Zadneprovskis,M,Lithuania,Modern Pentathlon,Silver,1
628,"Andretti ""Dretti"" Bain",M,Bahamas,Athletics,Silver,1
629,"Andrew Alexander ""Andy"" Gabel",M,United States,Short Track Speed Skating,Silver,1
630,"Andrew Barron ""Andy"" Murray",M,Great Britain,Tennis,Silver,1
631,Andrew Clifton Nicholson,M,New Zealand,Equestrianism,Silver,1
632,Andrew George Lauterstein,M,Australia,Swimming,Silver,1
633,Andrew Hancock Sudduth,M,United States,Rowing,Silver,1
634,Andrew James Hoy,M,Australia,Equestrianism,Silver,1
635,Andrew James Simpson,M,Great Britain,Sailing,Silver,1
636,"Andrew John ""Drew"" McDonald",M,United States,Water Polo,Silver,1
637,Andrew Justice,M,Great Britain,Rowing,Silver,1
638,Andrew Landenberger,M,Australia,Sailing,Silver,1
639,Andrew Lawrence Trim,M,Australia,Canoeing,Silver,1
640,"Andrew Murray ""Boy"" Charlton",M,Australia,Swimming,Silver,3
641,Andrew Roland Rein,M,United States,Wrestling,Silver,1
642,Andrew Utting,M,Australia,Baseball,Silver,1
643,Andrew Weibrecht,M,United States,Alpine Skiing,Silver,1
644,"Andrew William ""Andy"" Stanfield",M,United States,Athletics,Silver,1
645,Andrey Aleksandrovich Suraykin,M,Soviet Union-2,Figure Skating,Silver,1
646,Andrey Aleksandrovich Vasilyev,M,Soviet Union,Rowing,Silver,1
647,Andrey Anatolyevich Bukin,M,Soviet Union-1,Figure Skating,Silver,1
648,Andrey Anatolyevich Rybakov,M,Belarus,Weightlifting,Silver,2
649,Andrey Igorevich Alshan,M,Soviet Union,Fencing,Silver,1
650,Andrey Ivanovich Krylov,M,Soviet Union,Swimming,Silver,3
651,Andrey Ivanovich Kuznetsov,M,Soviet Union,Volleyball,Silver,1
652,Andrey Nikolayevich Bogdanov,M,Soviet Union,Swimming,Silver,1
653,Andrey Nikolayevich Kovalenko,M,Russia,Ice Hockey,Silver,1
654,Andrey Olegovich Minenkov,M,Soviet Union-2,Figure Skating,Silver,1
655,Andrey Sergeyevich Kravchenko,M,Belarus,Athletics,Silver,1
656,Andrey Vasilyevich Balashov,M,Soviet Union,Sailing,Silver,1
657,Andrey Viktorovich Bogdanovich,M,Belarus,Canoeing,Silver,1
658,Andrey Viktorovich Trefilov,M,Russia,Ice Hockey,Silver,1
659,Andrey Vladislavovich Smirnov,M,Soviet Union,Swimming,Silver,1
660,"Andria ""Maycon"" dos Santos",F,Brazil,Football,Silver,2
661,Andria Rosa de Andrade,F,Brazil,Football,Silver,1
662,Andria Suntaque,F,Brazil,Football,Silver,2
663,"Andries Cornelis Dirk ""Andr"" Boerstra",M,Netherlands,Hockey,Silver,1
664,"Andrija ""Andro"" Knego",M,Yugoslavia,Basketball,Silver,1
665,Andris ics,M,Latvia-1,Luge,Silver,1
666,Andriy Mykolaiovych Kotelnyk,M,Ukraine,Boxing,Silver,1
667,Andriy Volodymyrovych Stadnik,M,Ukraine,Wrestling,Silver,1
668,Andro Bulje,M,Croatia,Water Polo,Silver,1
669,Andrs Aldama Cabrera,M,Cuba,Boxing,Silver,1
670,Andrs Balcz,M,Hungary,Modern Pentathlon,Silver,2
671,Andrs Bodnr,M,Hungary,Water Polo,Silver,1
672,Andrs Jimnez Fernndez,M,Spain,Basketball,Silver,1
673,Andrs Rajna,M,Hungary,Canoeing,Silver,1
674,Andrs Sallay,M,Hungary,Figure Skating,Silver,1
675,Andrs Szente,M,Hungary,Canoeing,Silver,2
676,Andrus Veerpalu,M,Estonia,Cross Country Skiing,Silver,1
677,Andry Laffita Hernndez,M,Cuba,Boxing,Silver,1
678,Andrzej Franciszek Zieliski,M,Poland,Athletics,Silver,1
679,Andrzej Gb,M,Poland,Wrestling,Silver,1
680,Andrzej Jerzy Gronowicz,M,Poland,Canoeing,Silver,1
681,Andrzej Kobylaski,M,Poland,Football,Silver,1
682,Andrzej Lis,M,Poland,Fencing,Silver,1
683,Andrzej Mieczysaw Juskowiak,M,Poland,Football,Silver,1
684,Andrzej Ryszard Pitkowski,M,Poland,Fencing,Silver,2
685,Andrzej Supron,M,Poland,Wrestling,Silver,1
686,Andrzej Sypytkowski,M,Poland,Cycling,Silver,1
687,Andrzej Szarmach,M,Poland,Football,Silver,1
688,Anela Bulatovi,F,Montenegro,Handball,Silver,1
689,Anelija Arbutina (-arenac),F,Yugoslavia,Basketball,Silver,1
690,Anelo etka,M,Croatia,Water Polo,Silver,1
691,Aneta Maria Szczepaska,F,Poland,Judo,Silver,1
692,Aneta Mihaly (-Marin),F,Romania,Rowing,Silver,1
693,Aneta Pastuszka-Konieczna,F,Poland,Canoeing,Silver,1
694,Anfisa Anatolyevna Reztsova (Romanova-),F,Soviet Union,Cross Country Skiing,Silver,1
695,Angel Angelov,M,Bulgaria,Boxing,Silver,1
696,Angel Stoyanov Kerezov,M,Bulgaria,Wrestling,Silver,1
697,Angela Bailey,F,Canada,Athletics,Silver,1
698,Angela Kennedy,F,Australia,Swimming,Silver,1
699,Angela Marie Ruggiero,F,United States,Ice Hockey,Silver,2
700,Angela Schneider,F,Canada,Rowing,Silver,1
701,Angelika Hellmann (-Keilig),F,East Germany,Gymnastics,Silver,1
702,Angelika Neuner,F,Austria,Luge,Silver,1
703,Angelika Noack,F,East Germany,Rowing,Silver,1
704,Angeliki Karapataki,F,Greece,Water Polo,Silver,1
705,Angelina Romanovna Melnikova,F,Russia,Gymnastics,Silver,1
706,Angelina Trifnova Mikhaylova,F,Bulgaria,Basketball,Silver,1
707,Angelique Kerber,F,Germany,Tennis,Silver,1
708,Angella Marie Taylor-Issajenko,F,Canada,Athletics,Silver,1
709,Angelo Arcidiacono,M,Italy,Fencing,Silver,1
710,"Angelo F. Taylor, Jr.",M,United States,Athletics,Silver,1
711,Angelo Parisi,M,France,Judo,Silver,2
712,Angie Lee Bainbridge,F,Australia,Swimming,Silver,1
713,Anik Kntor,F,Hungary,Handball,Silver,1
714,Anik Nagy,F,Hungary,Handball,Silver,1
715,Anioara Blan-Dobre,F,Romania,Rowing,Silver,1
716,Anita Carina Ljungdahl (-Algotsson),F,Sweden,Swimming,Silver,1
717,Anita Kulcsr (-Kldi),F,Hungary,Handball,Silver,1
718,Anita Moen-Guidon (-Moen Bonden),F,Norway,Cross Country Skiing,Silver,3
719,Anita Wachter (-Salzgeber),F,Austria,Alpine Skiing,Silver,2
720,Anita Wodarczyk,F,Poland,Athletics,Silver,1
721,Aniuar Borisovich Geduyev,M,Russia,Wrestling,Silver,1
722,Anja Fichtel-Mauritz (-Koper),F,Germany,Fencing,Silver,1
723,Anja Sofia Tess Prson,F,Sweden,Alpine Skiing,Silver,1
724,Anke Baier-Loef,F,Germany,Speed Skating,Silver,1
725,Anke Karstens,F,Germany,Snowboarding,Silver,1
726,Anke Nothnagel-von Seck,F,Germany,Canoeing,Silver,1
727,Anke Scholz,F,Germany,Swimming,Silver,1
728,Anke Westendorf (-Maukel),F,East Germany,Volleyball,Silver,1
729,Anke Wild,F,Germany,Hockey,Silver,1
730,Ann Elen Skjelbreid,F,Norway,Biathlon,Silver,1
731,Ann Elisabeth Curtis (-Cuneo),F,United States,Swimming,Silver,1
732,Ann Elizabeth Meyers (-Drysdale),F,United States,Basketball,Silver,1
733,Ann Elizabeth Moore,F,Great Britain,Equestrianism,Silver,1
734,Ann Elizabeth Packer (-Brightwell),F,Great Britain,Athletics,Silver,1
735,Ann Osgerby,F,Great Britain,Swimming,Silver,1
736,Ann-Louise Carina Edstrand,F,Sweden,Ice Hockey,Silver,1
737,Anna Casagrande,F,Italy,Equestrianism,Silver,1
738,Anna Cruz Lebrato,F,Spain,Basketball,Silver,1
739,Anna Espar Llaquet,F,Spain,Water Polo,Silver,1
740,Anna Fehr,F,Hungary,Gymnastics,Silver,1
741,Anna Fenninger (-Veith),F,Austria,Alpine Skiing,Silver,1
742,Anna Gunilla Olsson,F,Sweden,Canoeing,Silver,1
743,Anna Hebinov,F,Czechoslovakia,Gymnastics,Silver,1
744,Anna Helena Peterson (-Bernhard),F,Sweden,Swimming,Silver,1
745,Anna Katarina Timglas,F,Sweden,Ice Hockey,Silver,1
746,Anna Leonidovna Glazkova,F,Belarus,Rhythmic Gymnastics,Silver,1
747,Anna Luisa Tanzini,F,Italy,Gymnastics,Silver,1
748,Anna Magdalene Van der Kamp,F,Canada,Rowing,Silver,1
749,Anna Maree Devenish Meares,F,Australia,Cycling,Silver,1
750,Anna Margret Haag (Hansson-),F,Sweden,Cross Country Skiing,Silver,2
751,Anna Maria Prytz,F,Sweden,Curling,Silver,1
752,Anna Maria Rybicka,F,Poland,Fencing,Silver,1
753,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,Netherlands,Swimming,Silver,1
754,Anna Mickelson-Cummins,F,United States,Rowing,Silver,1
755,Anna Nikolayevna Kondrashina (-Krylova),F,Soviet Union,Rowing,Silver,1
756,Anna Pfeffer,F,Hungary,Canoeing,Silver,2
757,Anna Sergeyevna Chepeleva,F,Russia,Gymnastics,Silver,1
758,Anna Ulrika Maria Wennerstrm,F,Sweden,Curling,Silver,1
759,Anna Vasilyevna Kareyeva,F,Russia,Handball,Silver,1
760,Anna Yevgenyevna Batyushko,F,Belarus,Weightlifting,Silver,1
761,Anna-Carin Helena Cecilia Olofsson-Zidek,F,Sweden,Biathlon,Silver,1
762,"Annabel Morwenna ""Annie"" Vernon",F,Great Britain,Rowing,Silver,1
763,Annalise Murphy,F,Ireland,Sailing,Silver,1
764,Annapia Gandolfi,F,Italy,Fencing,Silver,1
765,Anne Antoine Franois Grard Imbert de Balorre,M,France,Equestrianism,Silver,1
766,Anne Briand-Bouthiaux,F,France,Biathlon,Silver,1
767,Anne Grethe Jensen-Trnblad,F,Denmark,Equestrianism,Silver,1
768,Anne Jahren,F,Norway,Cross Country Skiing,Silver,1
769,Anne Katherine Montminy (-Goldman),F,Canada,Diving,Silver,1
770,Anne Kathryn Schleper,F,United States,Ice Hockey,Silver,1
771,Anne Kindig Kursinski,F,United States,Equestrianism,Silver,2
772,Anne Maria Kyllnen,F,Finland,Cross Country Skiing,Silver,1
773,Anne Marjut Astrid Rolig-Lukkarinen,F,Finland,Cross Country Skiing,Silver,1
774,Anne Ottenbrite (-Muylaert),F,Canada,Swimming,Silver,1
775,Anne Pashley (-Irons),F,Great Britain,Athletics,Silver,1
776,Anne R. Marden (-Grainger),F,United States,Rowing,Silver,2
