,Name,Sex,Team,Sport,Medal,Medal_Count
0,A. Albert,M,Union des Socits Franais de Sports Athletiques,Rugby,Gold,1
1,Aage Jrgen Christian Andersen,M,Denmark,Football,Gold,1
2,Aage Valdemar Harald Frandsen,M,Denmark,Gymnastics,Gold,1
3,"Aagje ""Ada"" Kok (-van der Linden)",F,Netherlands,Swimming,Gold,1
4,"Aale Maria Tynni (-Pirinen, -Haavio)",F,Finland,Art Competitions,Gold,1
5,Aaron Nguimbat,M,Cameroon,Football,Gold,1
6,Aaron Nigel Armstrong,M,Trinidad and Tobago,Athletics,Gold,1
7,Aaron Wells Peirsol,M,United States,Swimming,Gold,5
8,Aavo Pikkuus,M,Soviet Union,Cycling,Gold,1
9,Abas Arslanagi,M,Yugoslavia,Handball,Gold,1
10,Abbey Weitzeil,F,United States,Swimming,Gold,1
11,Abdon Pamich,M,Italy,Athletics,Gold,1
12,Abdul Hamid,M,Pakistan,Hockey,Gold,1
13,Abdul Rashid,M,Pakistan,Hockey,Gold,1
14,Abdul Rashid Al-Hasan,M,Pakistan,Hockey,Gold,1
15,Abdul Waheed Khan,M,Pakistan,Hockey,Gold,1
16,Abdul-Rashid Bulayevich Sadulayev,M,Russia,Wrestling,Gold,1
17,Abdullah Movahed Ardabili,M,Iran,Wrestling,Gold,1
18,Abebe Bikila,M,Ethiopia,Athletics,Gold,2
19,Abel Richard Kiviat,M,United States,Athletics,Gold,1
20,Abelardo Fernndez Antua,M,Spain,Football,Gold,1
21,Abelardo Olivier,M,Italy,Fencing,Gold,2
22,Abhinav Bindra,M,India,Shooting,Gold,1
23,Abiodun Olugbemiga Obafemi,M,Nigeria,Football,Gold,1
24,"Abraham Robertus ""Bram"" Lomans",M,Netherlands,Hockey,Gold,2
25,Achille Piccini,M,Italy,Football,Gold,1
26,Adam David Vernon Foote,M,Canada,Ice Hockey,Gold,1
27,Adam Enright,M,Canada,Curling,Gold,1
28,Adam George Peaty,M,Great Britain,Swimming,Gold,1
29,Adam Joseph Van Koeverden,M,Canada,Canoeing,Gold,1
30,Adam Khamidovich Saytiyev,M,Russia,Wrestling,Gold,1
31,Adam Kreek,M,Canada,Rowing,Gold,1
32,Adam Marek Korol,M,Poland,Rowing,Gold,1
33,Adam McCright Nelson,M,United States,Athletics,Gold,1
34,Adam Robert Pine,M,Australia,Swimming,Gold,1
35,Adelaide T. Lambert (-Ballard),F,United States,Swimming,Gold,1
36,"Adelheid ""Heidi"" Schmid (-Grundmann)",F,Germany,Fencing,Gold,1
37,Adelina Dmitriyevna Sotnikova,F,Russia,Figure Skating,Gold,1
38,Adenzia Aparecida Ferreira da Silva,F,Brazil,Volleyball,Gold,1
39,Adhemar Canavessi,M,Uruguay,Football,Gold,1
40,Adhemar Ferreira da Silva,M,Brazil,Athletics,Gold,2
41,Adiel Palma Lpez,M,Cuba,Baseball,Gold,1
42,"Adolf ""Adi"" Kainz",M,Austria,Canoeing,Gold,1
43,Adolf Bergman,M,Sweden,Tug-Of-War,Gold,1
44,Adolf Dirk Coenraad van der Voort van Zijp,M,Netherlands,Equestrianism,Gold,3
45,Adolf Hoch,M,Austria,Art Competitions,Gold,1
46,Adolf Spinnler,M,Switzerland,Gymnastics,Gold,1
47,Adolf Valentin Lindfors,M,Finland,Wrestling,Gold,1
48,Adolfo Consolini,M,Italy,Athletics,Gold,1
49,Adolfo Tunesi,M,Italy,Gymnastics,Gold,1
50,Adolph Gustav Kiefer,M,United States,Swimming,Gold,1
51,Adrian Charles Ellison,M,Great Britain,Rowing,Gold,1
52,Adrian David Moorhouse,M,Great Britain,Swimming,Gold,1
53,Adrian Delano Dantley,M,United States,Basketball,Gold,1
54,Adrian Edward Zieliski,M,Poland,Weightlifting,Gold,1
55,Adrian Howard Smith,M,United States,Basketball,Gold,1
56,Adrian Philip Parker,M,Great Britain,Modern Pentathlon,Gold,1
57,"Adrianus ""Janus"" van Merrienboer",M,Netherlands,Archery,Gold,1
58,"Adrianus Cornelis ""Janus"" Theeuwes",M,Netherlands,Archery,Gold,1
59,"Adrie ""Ard"" Schenk",M,Netherlands,Speed Skating,Gold,3
60,Adrien Gry Rommel,M,France,Fencing,Gold,2
61,Adrien Hardy,M,France,Rowing,Gold,1
62,Aeriwentha Mae Faggs (-Starr),F,United States,Athletics,Gold,1
63,Afanasijs Kuzmins,M,Soviet Union,Shooting,Gold,1
64,Agafia Orlov-Buhaev-Constantin,F,Romania,Canoeing,Gold,1
65,Agneta Monica Andersson,F,Sweden,Canoeing,Gold,3
66,Agostino Abbagnale,M,Italy,Rowing,Gold,3
67,Agostino Straulino,M,Merope,Sailing,Gold,1
68,Agustn Alejandro Mazzilli,M,Argentina,Hockey,Gold,1
69,Ahmad Abughaush,M,Jordan,Taekwondo,Gold,1
70,Ahmed Muhammad Boughera El Ouafi,M,France,Athletics,Gold,1
71,Ahmed Naseer Bunda,M,Pakistan,Hockey,Gold,1
72,Ahmed Sher Khan,M,India,Hockey,Gold,1
73,Ahmed bin Hasher Al-Maktoum,M,United Arab Emirates,Shooting,Gold,1
74,Ahmet Ayk,M,Turkey,Wrestling,Gold,1
75,Ahmet Bilek,M,Turkey,Wrestling,Gold,1
76,Ahmet Kirei (Mersinli-),M,Turkey,Wrestling,Gold,1
77,Ahsan Muhammad Khan,M,India,Hockey,Gold,1
78,Ai Shibata,F,Japan,Swimming,Gold,1
79,Aida Vladimirovna Shanayeva,F,Russia,Fencing,Gold,1
80,"Aikaterini ""Ekaterini"" Stefanidi",F,Greece,Athletics,Gold,1
81,Aileen Muriel Riggin (-Soule),F,United States,Diving,Gold,1
82,Aim Joseph Haegeman,M,Belgium,Equestrianism,Gold,1
83,Aimilia Tsoulfa,F,Greece,Sailing,Gold,1
84,Akakios Kakiasvili,M,Greece,Weightlifting,Gold,2
85,Akakios Kakiasvili,M,Unified Team,Weightlifting,Gold,1
86,Akhtar Hussain,M,India,Hockey,Gold,1
87,Akinori Nakayama,M,Japan,Gymnastics,Gold,6
88,Aksel Lund Svindal,M,Norway,Alpine Skiing,Gold,1
89,Aladr Gerevich (-Gerei),M,Hungary,Fencing,Gold,7
90,Aladr Kovcsi,M,Hungary,Modern Pentathlon,Gold,1
91,Alain (Ali-) Mimoun Ould Kacha,M,France,Athletics,Gold,1
92,Alain Andr Louis Edmond Bernard,M,France,Swimming,Gold,2
93,Alajos Keser,M,Hungary,Water Polo,Gold,1
94,Alan Anatolyevich Khugayev,M,Russia,Wrestling,Gold,1
95,Alan Blair Thompson,M,New Zealand,Canoeing,Gold,2
96,Alan Boone Helffrich,M,United States,Athletics,Gold,1
97,Alan C. Morgan,M,Angelita,Sailing,Gold,1
98,Alan Chester Valentine,M,United States,Rugby,Gold,1
99,Alan Frank Williams,M,United States,Rugby,Gold,1
100,Alan Henry Noble,M,England-1,Hockey,Gold,1
101,Alan Lionel McIntyre,M,New Zealand,Hockey,Gold,1
102,Alan Malcolm Chesney,M,New Zealand,Hockey,Gold,1
103,"Alan Morgan ""Al"" Washbond",M,United States-1,Bobsleigh,Gold,1
104,Alana Olga Blahoski,F,United States,Ice Hockey,Gold,1
105,"Albert ""Al"" Young (Jung-)",M,United States,Boxing,Gold,1
106,Albert Andreyevich Mokeyev,M,Soviet Union,Modern Pentathlon,Gold,1
107,Albert Azaryan,M,Soviet Union,Gymnastics,Gold,3
108,Albert Charles Gladstone,M,Leander Club-1,Rowing,Gold,1
109,"Albert Cosad ""Al"" White",M,United States,Diving,Gold,2
110,Albert Decaris,M,France,Art Competitions,Gold,1
111,"Albert Edwin ""Bertie"" Hill",M,Great Britain,Equestrianism,Gold,1
112,Albert Ernest Linton,M,Galt Football Club,Football,Gold,1
113,"Albert F. ""Al"" Nasse",M,Century Boat Club-1,Rowing,Gold,1
114,Albert Ferrer Llopis,M,Spain,Football,Gold,1
115,Albert George Hill,M,Great Britain,Athletics,Gold,2
116,"Albert Gordon ""Bert"" Duncanson",M,Canada,Ice Hockey,Gold,1
117,Albert Hedderich,M,West Germany,Rowing,Gold,1
118,Albert Helgerud (Thorvaldsen-),M,Norway,Shooting,Gold,2
119,"Albert Henry ""Harry"" Thomas",M,Great Britain,Boxing,Gold,1
120,Albert Hermann Zrner,M,Germany,Diving,Gold,1
121,Albert Ireton,M,London City Police-1,Tug-Of-War,Gold,1
122,Albert Jean Louis Ayat,M,France,Fencing,Gold,2
123,"Albert John ""Bert"" McCaffrey",M,Canada,Ice Hockey,Gold,1
124,Albert Johnston,M,Galt Football Club,Football,Gold,1
125,Albert Leonard Oldman,M,Great Britain,Boxing,Gold,1
126,Albert Lovejoy Gutterson,M,United States,Athletics,Gold,1
127,Albert Marcel Henri Rust,M,France,Football,Gold,1
128,Albert Martin,M,Hera-1,Sailing,Gold,1
129,Albert Meyong Ze,M,Cameroon,Football,Gold,1
130,Albert Paul Deborgies,M,France,Water Polo,Gold,1
131,Albert Paul Mayaud,M,France,Water Polo,Gold,1
132,Albert Per Andersson,M,Sweden,Gymnastics,Gold,1
133,"Albert Percy ""Red"" Henderson",M,Galt Football Club,Football,Gold,1
134,Albert Philippe Taillandier,M,France,Cycling,Gold,1
135,"Albert Romo ""Ab"" Renaud",M,Canada,Ice Hockey,Gold,1
136,Albert Sguin,M,France,Gymnastics,Gold,1
137,Albert Stephan Arnheiter,M,Ludwigshafener Ruderverein,Rowing,Gold,1
138,Alberto Cova,M,Italy,Athletics,Gold,1
139,Alberto Ghilardi,M,Italy,Cycling,Gold,1
140,Alberto Juantorena Danger,M,Cuba,Athletics,Gold,2
141,Alberto Pellegrino,M,Italy,Fencing,Gold,2
142,Alberto Tomba,M,Italy,Alpine Skiing,Gold,3
143,"Alberto Valds Ramos, Sr.",M,Mexico,Equestrianism,Gold,1
144,Alberto Winkler,M,Italy,Rowing,Gold,1
145,Albertson Van Zo Post,M,United States,Fencing,Gold,2
146,Albin Vidovi,M,Yugoslavia,Handball,Gold,1
147,Albina Khamitovna Akhatova,F,Russia,Biathlon,Gold,1
148,Albina Lucy Charlotte Osipowich (-Van Aken),F,United States,Swimming,Gold,2
149,Albric Collin,M,Belgium,Art Competitions,Gold,1
150,"Alden Reamer ""Zeke"" Sanborn",M,United States,Rowing,Gold,1
151,Aldis Imants Berzins,M,United States,Volleyball,Gold,1
152,Aldo Ghira,M,Italy,Water Polo,Gold,1
153,Aldo Montano,M,Italy,Fencing,Gold,1
154,Aldo Nadi,M,Italy,Fencing,Gold,3
155,Aldona esaityt-Nennien,F,Soviet Union,Handball,Gold,2
156,Ale Valenta,M,Czech Republic,Freestyle Skiing,Gold,1
157,Aleen May Bailey,F,Jamaica,Athletics,Gold,1
158,Alejandrina Mireya Luis Hernndez,F,Cuba,Volleyball,Gold,3
159,Alejandro Abascal Garca,M,Spain,Sailing,Gold,1
160,Alejandro Ariel Montecchia,M,Argentina,Basketball,Gold,1
161,Alejandro Puerto Daz,M,Cuba,Wrestling,Gold,1
162,Aleksandar Kozlina,M,Yugoslavia,Football,Gold,1
163,Aleksandar otar,M,Yugoslavia,Water Polo,Gold,1
164,"Aleksandr ""Alex"" Parygin",M,Kazakhstan,Modern Pentathlon,Gold,1
165,Aleksandr Aleksandrovich Belov,M,Soviet Union,Basketball,Gold,1
166,Aleksandr Aleksandrovich Boloshev,M,Soviet Union,Basketball,Gold,1
167,Aleksandr Aleksandrovich Chernykh,M,Soviet Union,Ice Hockey,Gold,1
168,Aleksandr Aleksandrovich Karelin,M,Russia,Wrestling,Gold,1
169,Aleksandr Aleksandrovich Karelin,M,Soviet Union,Wrestling,Gold,1
170,Aleksandr Aleksandrovich Karelin,M,Unified Team,Wrestling,Gold,1
171,Aleksandr Aleksandrovich Kirichenko,M,Soviet Union,Cycling,Gold,1
172,Aleksandr Aleksandrovich Volkov,M,Russia,Volleyball,Gold,1
173,Aleksandr Alekseyevich Tarasov,M,Soviet Union,Modern Pentathlon,Gold,1
174,Aleksandr Anatolyevich Butko,M,Russia,Volleyball,Gold,1
175,Aleksandr Anatolyevich Maseykov,M,Unified Team,Canoeing,Gold,1
176,Aleksandr Anatolyevich Romankov,M,Soviet Union,Fencing,Gold,1
177,Aleksandr Anatolyevich Rymanov,M,Soviet Union,Handball,Gold,1
178,Aleksandr Andreyevich Sema,M,Soviet Union,Rowing,Gold,1
179,Aleksandr Arkadyevich Tuchkin,M,Russia,Handball,Gold,1
180,Aleksandr Arkadyevich Tuchkin,M,Soviet Union,Handball,Gold,1
181,Aleksandr Borisovich Lebzyak,M,Russia,Boxing,Gold,1
182,Aleksandr Borisovich Savin,M,Soviet Union,Volleyball,Gold,1
183,Aleksandr Borisovich Yermilov,M,Soviet Union,Volleyball,Gold,1
184,Aleksandr Davletovich Almetov,M,Soviet Union,Ice Hockey,Gold,1
185,Aleksandr Dokturishvili,M,Uzbekistan,Wrestling,Gold,1
186,Aleksandr Gennadiyevich Mogilny,M,Soviet Union,Ice Hockey,Gold,1
187,Aleksandr Gennadyevich Krasnov,M,Soviet Union,Cycling,Gold,1
188,Aleksandr Gennadyevich Legkov,M,Russia,Cross Country Skiing,Gold,1
189,Aleksandr Gennadyevich Zaytsev,M,Soviet Union-1,Figure Skating,Gold,2
190,Aleksandr Genrikhovich Borodyuk,M,Soviet Union,Football,Gold,1
191,Aleksandr Georgiyevich Gorshkov,M,Soviet Union-1,Figure Skating,Gold,1
192,Aleksandr Georgiyevich Shidlovsky,M,Soviet Union,Water Polo,Gold,1
193,Aleksandr Grigoryevich Klepikov,M,Soviet Union,Rowing,Gold,1
194,Aleksandr Igorevich Dyachenko,M,Russia,Canoeing,Gold,1
195,Aleksandr Ivanovich Blinov,M,Soviet Union,Equestrianism,Gold,1
196,Aleksandr Ivanovich Dolgushin,M,Soviet Union,Water Polo,Gold,1
197,Aleksandr Ivanovich Tikhonov,M,Soviet Union,Biathlon,Gold,4
198,Aleksandr Ivanovich Timoshinin,M,Soviet Union,Rowing,Gold,2
199,Aleksandr Konstantinovich Dreval,M,Soviet Union,Water Polo,Gold,1
200,Aleksandr Konstantinovich Pashkov,M,Soviet Union,Ice Hockey,Gold,1
201,Aleksandr Leonidovich Lesun,M,Russia,Modern Pentathlon,Gold,1
202,Aleksandr Matveyevich Yelizarov,M,Soviet Union,Biathlon,Gold,1
203,Aleksandr Nikiforovich Voronin,M,Soviet Union,Weightlifting,Gold,1
204,Aleksandr Nikolayevich Berkutov,M,Soviet Union,Rowing,Gold,1
205,Aleksandr Nikolayevich Dityatin,M,Soviet Union,Gymnastics,Gold,3
206,Aleksandr Nikolayevich Kurlovich,M,Soviet Union,Weightlifting,Gold,1
207,Aleksandr Nikolayevich Kurlovich,M,Unified Team,Weightlifting,Gold,1
208,Aleksandr Nikolayevich Maltsev,M,Soviet Union,Ice Hockey,Gold,2
209,Aleksandr Nikolayevich Moskalenko,M,Russia,Trampolining,Gold,1
210,Aleksandr Nikolayevich Rogov,M,Soviet Union,Canoeing,Gold,1
211,Aleksandr Nikolayevich Sidelnikov,M,Soviet Union,Ice Hockey,Gold,1
212,Aleksandr Nikolayevich Uvarov,M,Soviet Union,Ice Hockey,Gold,1
213,Aleksandr Nikolayevich Vinokurov,M,Kazakhstan,Cycling,Gold,1
214,Aleksandr Pavlovich Kurynov,M,Soviet Union,Weightlifting,Gold,1
215,Aleksandr Pavlovich Ragulin,M,Soviet Union,Ice Hockey,Gold,3
216,Aleksandr Petrovich Gerasimov,M,Soviet Union,Ice Hockey,Gold,1
217,Aleksandr Remmovich Melentyev,M,Soviet Union,Shooting,Gold,1
218,Aleksandr Sergeyevich Kabanov,M,Soviet Union,Water Polo,Gold,2
219,Aleksandr Sergeyevich Shirshov,M,Unified Team,Fencing,Gold,1
220,Aleksandr Sergeyevich Sokolov,M,Russia,Volleyball,Gold,1
221,Aleksandr Sergeyevich Yakushev,M,Soviet Union,Ice Hockey,Gold,2
222,Aleksandr Staliyevich Portnov,M,Soviet Union,Diving,Gold,1
223,Aleksandr Timofeyevich Aksinin,M,Soviet Union,Athletics,Gold,1
224,Aleksandr Vasilyevich Gazov,M,Soviet Union,Shooting,Gold,1
225,Aleksandr Vasilyevich Medved,M,Soviet Union,Wrestling,Gold,3
226,Aleksandr Vasilyevich Tkachov,M,Soviet Union,Gymnastics,Gold,2
227,Aleksandr Vikentyevich Skvortsov,M,Soviet Union,Ice Hockey,Gold,1
228,Aleksandr Viktorovich Bogdanovich,M,Belarus,Canoeing,Gold,1
229,Aleksandr Viktorovich Kozhevnikov,M,Soviet Union,Ice Hockey,Gold,2
230,Aleksandr Viktorovich Lukyanov,M,Soviet Union,Rowing,Gold,1
231,Aleksandr Vladimirovich Beketov,M,Russia,Fencing,Gold,1
232,Aleksandr Vladimirovich Degtyaryov,M,Soviet Union,Canoeing,Gold,1
233,Aleksandr Vladimirovich Gusev,M,Soviet Union,Ice Hockey,Gold,1
234,Aleksandr Vladimirovich Ivanitsky,M,Soviet Union,Wrestling,Gold,1
235,Aleksandr Vladimirovich Karshakevich,M,Soviet Union,Handball,Gold,1
236,Aleksandr Vladimirovich Popov,M,Russia,Swimming,Gold,2
237,Aleksandr Vladimirovich Popov,M,Soviet Union,Biathlon,Gold,1
238,Aleksandr Vladimirovich Popov,M,Unified Team,Swimming,Gold,2
239,Aleksandr Vladimirovich Povetkin,M,Russia,Boxing,Gold,1
240,Aleksandr Vladimirovich Tretyakov,M,Russia,Skeleton,Gold,1
241,Aleksandr Vyacheslavovich Golubyov,M,Russia,Speed Skating,Gold,1
242,Aleksandr Yuryevich Vinogradov,M,Soviet Union,Canoeing,Gold,2
243,Aleksandr Yuryevich Zubkov,M,Russia-1,Bobsleigh,Gold,2
244,Aleksandra Andreyevna Fedoriva,F,Russia,Athletics,Gold,1
245,Aleksandra Ivanovna Zabelina,F,Soviet Union,Fencing,Gold,3
246,Aleksandra Ivoev,F,Serbia and Montenegro,Shooting,Gold,1
247,Aleksandra Vyacheslavovna Patskevich,F,Russia,Synchronized Swimming,Gold,2
248,Aleksandre Anp'ilogovi,M,Soviet Union,Handball,Gold,1
249,Aleksandrs Muzienko,M,Soviet Union,Sailing,Gold,1
250,Aleksanteri Saarvala (Schabarin-),M,Finland,Gymnastics,Gold,2
251,Aleksey Aleksandrovich Abalmasov,M,Belarus,Canoeing,Gold,1
252,Aleksey Aleksandrovich Alipov,M,Russia,Shooting,Gold,1
253,Aleksey Aleksandrovich Negodaylo,M,Russia-1,Bobsleigh,Gold,1
254,Aleksey Aleksandrovich Obmochayev,M,Russia,Volleyball,Gold,1
255,Aleksey Aleksandrovich Paramonov,M,Soviet Union,Football,Gold,1
256,Aleksey Aleksandrovich Petrov,M,Russia,Weightlifting,Gold,1
257,Aleksey Alekseyevich Prokurorov,M,Soviet Union,Cross Country Skiing,Gold,1
258,Aleksey Anatolyevich Volkov,M,Russia,Biathlon,Gold,1
259,Aleksey Borisovich Cheremisinov,M,Russia,Fencing,Gold,1
260,Aleksey Gennadyevich Grishin,M,Belarus,Freestyle Skiing,Gold,1
261,Aleksey Ivanovich Vakhonin,M,Soviet Union,Weightlifting,Gold,1
262,Aleksey Ivanovich Voyevoda,M,Russia-1,Bobsleigh,Gold,2
263,Aleksey Konstantinovich Yagudin,M,Russia,Figure Skating,Gold,1
264,Aleksey Mikhaylovich Frosin,M,Russia,Fencing,Gold,1
265,Aleksey Mikhaylovich Guryshev,M,Soviet Union,Ice Hockey,Gold,1
266,Aleksey Nikolayevich Ulanov,M,Soviet Union-1,Figure Skating,Gold,1
267,Aleksey Nikolayevich Voropayev,M,Russia,Gymnastics,Gold,1
268,Aleksey Nikolayevich Voropayev,M,Unified Team,Gymnastics,Gold,1
269,Aleksey Nikolayevich Zhitnik,M,Unified Team,Ice Hockey,Gold,1
270,Aleksey Petrovich Gushchin,M,Soviet Union,Shooting,Gold,1
271,Aleksey Valentinovich Kudryavtsev,M,Unified Team,Swimming,Gold,1
272,Aleksey Vasilyevich Gusarov,M,Soviet Union,Ice Hockey,Gold,1
273,Aleksey Vasilyevich Shumakov,M,Soviet Union,Wrestling,Gold,1
274,Aleksey Viktorovich Kasatonov,M,Soviet Union,Ice Hockey,Gold,2
275,Aleksey Viktorovich Tishchenko,M,Russia,Boxing,Gold,2
276,Aleksey Vladimirovich Mishin,M,Russia,Wrestling,Gold,1
277,Aleksey Vladimirovich Svirin,M,Russia,Rowing,Gold,1
278,Aleksey Vyacheslavovich Kovalyov,M,Unified Team,Ice Hockey,Gold,1
279,Aleksey Yevgenyevich Urmanov,M,Russia,Figure Skating,Gold,1
280,Aleksey Yuryevich Nemov,M,Russia,Gymnastics,Gold,4
281,Aleksey Yuryevich Zhamnov,M,Unified Team,Ice Hockey,Gold,1
282,Alenka Cuderman,F,Yugoslavia,Handball,Gold,1
283,Alessandra Sensini,F,Italy,Sailing,Gold,1
284,"Alessandro ""Sandro"" Campagna",M,Italy,Water Polo,Gold,1
285,Alessandro Andrei,M,Italy,Athletics,Gold,1
286,Alessandro Argenton,M,Italy,Equestrianism,Gold,1
287,Alessandro Bovo,M,Italy,Water Polo,Gold,1
288,Alessandro Puccini,M,Italy,Fencing,Gold,1
289,Alessio Sartori,M,Italy,Rowing,Gold,1
290,Aletta van Manen,F,Netherlands,Hockey,Gold,1
291,Alette Hilde Sijbring,F,Netherlands,Water Polo,Gold,1
292,Alevtina Pavlovna Kolchina (Leontyeva-),F,Soviet Union,Cross Country Skiing,Gold,1
293,Alevtina Sergeyevna Olyunina-Smirnova (-Panarina),F,Soviet Union,Cross Country Skiing,Gold,1
294,Alex Schwazer,M,Italy,Athletics,Gold,1
295,Alex Walter Diggelmann,M,Switzerland,Art Competitions,Gold,1
296,"Alexander ""Alex"" Baumann",M,Canada,Swimming,Gold,2
297,"Alexander ""Alex"" Pietrangelo",M,Canada,Ice Hockey,Gold,1
298,"Alexander ""Sandy"" Archer",M,Great Britain,Ice Hockey,Gold,1
299,"Alexander ""Sandy"" Cowan",M,Winnipeg Shamrocks-1,Lacrosse,Gold,1
300,Alexander Alan Budikusuma Wiratama,M,Indonesia,Badminton,Gold,1
301,Alexander Elsdon Maunder,M,Great Britain-1,Shooting,Gold,1
302,Alexander Frederick Yorke Scarlett,M,Great Britain,Rowing,Gold,1
303,Alexander Grimm,M,Germany,Canoeing,Gold,1
304,"Alexander John ""Alex"" Gregory",M,Great Britain,Rowing,Gold,2
305,"Alexander John ""Alex"" Groza",M,United States,Basketball,Gold,1
306,Alexander Koch,M,Germany,Fencing,Gold,1
307,Alexander Mah Owens Drysdale,M,New Zealand,Rowing,Gold,2
308,"Alexander Noble ""Sandy"" Hall",M,Galt Football Club,Football,Gold,1
309,Alexander Pusch,M,West Germany,Fencing,Gold,2
310,Alexander Resch,M,Germany-2,Luge,Gold,1
311,"Alexander Thomas ""Sandy"" Turnbull",M,Canada,Lacrosse,Gold,1
312,Alexander Viggo Jensen,M,Denmark,Weightlifting,Gold,1
313,Alexander Welter,M,Brazil,Sailing,Gold,1
314,"Alexandra ""Sandy"" Chick",F,Zimbabwe,Hockey,Gold,1
315,Alexandra Araujo,F,Italy,Water Polo,Gold,1
316,Alexandra Georgiana Maria Eremia,F,Romania,Gymnastics,Gold,1
317,"Alexandra Jane ""Sandra"" Pisani",F,Australia,Hockey,Gold,1
318,"Alexandra Johanna ""Sandra"" Le Poole",F,Netherlands,Hockey,Gold,1
319,"Alexandra Mary L. ""Alex"" Danson",F,Great Britain,Hockey,Gold,1
320,"Alexandra Patricia ""Alex"" Morgan",F,United States,Football,Gold,1
321,Alexandra Popp,F,Germany,Football,Gold,1
322,"Alexandra Rose ""Aly"" Raisman",F,United States,Gymnastics,Gold,3
323,Alexandra Simons de Ridder,F,Germany,Equestrianism,Gold,1
324,"Alexandre ""Alex"" Bilodeau",M,Canada,Freestyle Skiing,Gold,2
325,"Alexandre ""Tande"" Ramos Samuel",M,Brazil,Volleyball,Gold,1
326,Alexandre Auguste Lippmann,M,France,Fencing,Gold,2
327,Alexandre Emmanuel Pharamond,M,Union des Socits Franais de Sports Athletiques,Rugby,Gold,1
328,Alexe Dumitru,M,Romania,Canoeing,Gold,1
329,Alexei Ramrez Rodrguez,M,Cuba,Baseball,Gold,1
330,Alexi Singh Grewal,M,United States,Cycling,Gold,1
331,Alf Erik Gillis Svensn,M,Sweden,Gymnastics,Gold,1
332,Alf John Hansen,M,Norway,Rowing,Gold,1
333,Alf Kristian Brun Jakobsen,M,Irene,Sailing,Gold,1
334,Alf Lie,M,Norway,Gymnastics,Gold,1
335,Alf Petter Hugsted,M,Norway,Ski Jumping,Gold,1
336,Alf Steen Andersen,M,Norway,Ski Jumping,Gold,1
337,Alf Tomas Jonsson,M,Sweden,Ice Hockey,Gold,1
338,Alfons Dorfner,M,Austria,Canoeing,Gold,1
339,"Alfons Henri ""Rik"" Larnoe",M,Belgium,Football,Gold,1
340,Alfons Julen,M,Switzerland,Military Ski Patrol,Gold,1
341,Alfons Ltke Westhues (Hohenbrink-),M,Germany,Equestrianism,Gold,1
342,Alfonso Menndez Valln,M,Spain,Archery,Gold,1
343,Alfonso Negro,M,Italy,Football,Gold,1
344,Alfonso Prez Muoz,M,Spain,Football,Gold,1
345,Alfrd (Arnold-) Hajs (Guttmann-),M,Hungary,Swimming,Gold,2
346,"Alfred ""Toby"" Rawlinson",M,Foxhunters Hurlingham,Polo,Gold,1
347,"Alfred Adolph ""Al"" Oerter, Jr.",M,United States,Athletics,Gold,4
348,Alfred Aufdenblatten,M,Switzerland,Military Ski Patrol,Gold,1
349,Alfred Berger,M,Austria,Figure Skating,Gold,1
350,Alfred Bertran Engelsen,M,Norway,Gymnastics,Gold,1
351,"Alfred Carleton ""A. C."" Gilbert",M,United States,Athletics,Gold,1
352,"Alfred Damon ""Al"" Lindley",M,United States,Rowing,Gold,1
353,Alfred Ernest Chalk,M,Upton Park FC,Football,Gold,1
354,Alfred Ernest Tysoe,M,Amateur Athletic Association,Athletics,Gold,1
355,Alfred Ernest Tysoe,M,Great Britain,Athletics,Gold,1
356,Alfred Felber,M,Switzerland,Rowing,Gold,1
357,Alfred Flatow,M,Germany,Gymnastics,Gold,3
358,"Alfred Gomer Albert ""Alf"" Swahn",M,Sweden,Shooting,Gold,3
359,Alfred Grtter,M,Switzerland,Shooting,Gold,2
360,Alfred Hartman Bjrnson,M,Norway,Gymnastics,Gold,1
361,Alfred Hensel,M,Germany,Art Competitions,Gold,1
362,Alfred Iosifovich Kuchevsky,M,Soviet Union,Ice Hockey,Gold,1
363,Alfred James Bowerman,M,Devon and Somerset Wanderers,Cricket,Gold,1
364,Alfred James Powlesland,M,Devon and Somerset Wanderers,Cricket,Gold,1
365,Alfred Karl Neuland (Neiland-),M,Estonia,Weightlifting,Gold,1
366,Alfred Klingler,M,Germany,Handball,Gold,1
367,"Alfred Lee Loomis, Jr.",M,Llanoria,Sailing,Gold,1
368,"Alfred Mayo ""Al"" Wilson",M,United States,Rowing,Gold,1
369,Alfred Neveu,M,Switzerland-1,Bobsleigh,Gold,1
370,"Alfred Page ""Al"" Lane",M,United States,Shooting,Gold,5
371,Alfred Probst,M,Switzerland,Rowing,Gold,1
372,Alfred Reginald Thomson,M,Great Britain,Art Competitions,Gold,1
373,Alfred Schlppi,M,Switzerland-1,Bobsleigh,Gold,1
374,Alfred Waldemar Garmann Larsen,M,Magda IX,Sailing,Gold,1
375,Alfredo Dinale,M,Italy,Cycling,Gold,1
376,Alfredo Foni,M,Italy,Football,Gold,1
377,Alfredo Gollini,M,Italy,Gymnastics,Gold,1
378,Alfredo J. Zibecchi,M,Uruguay,Football,Gold,1
379,Alfredo Juan Ghierra,M,Uruguay,Football,Gold,1
380,Alfredo Pezzana,M,Italy,Fencing,Gold,1
381,Alfredo Rota,M,Italy,Fencing,Gold,1
382,Alfredo ngel Romano,M,Uruguay,Football,Gold,1
