,Name,Sex,Team,Sport,Medal,Medal_Count
2909,Frank Luck,M,Germany,Biathlon,Gold,2
2910,Frank Martin Dooley,M,United States,Swimming,Gold,1
2911,Frank Merlin Troeh,M,United States,Shooting,Gold,1
2912,Frank Ostholt,M,Germany,Equestrianism,Gold,1
2913,Frank Reamer Schell,M,Vesper Boat Club,Rowing,Gold,1
2914,Frank Reilly McCabe,M,United States,Basketball,Gold,1
2915,Frank Rhle,M,East Germany,Rowing,Gold,2
2916,Frank Schepke,M,Germany,Rowing,Gold,1
2917,Frank Seymour Wright,M,United States,Shooting,Gold,1
2918,Frank Sherman Henry,M,United States,Equestrianism,Gold,1
2919,Frank Tate,M,United States,Boxing,Gold,1
2920,"Frank Thomas ""Tom"" Winters, III",M,United States,Swimming,Gold,1
2921,Frank Ullrich,M,East Germany,Biathlon,Gold,1
2922,Frank W. Moore,M,Great Britain-1,Shooting,Gold,1
2923,Frank Washington Jarvis,M,United States,Athletics,Gold,1
2924,Frank Wieneke,M,West Germany,Judo,Gold,1
2925,"Frank William ""Dick"" Hyland, Jr.",M,United States,Rugby,Gold,1
2926,Frank Wyatt Lewis,M,United States,Wrestling,Gold,1
2927,Frank-Michael Wahl,M,East Germany,Handball,Gold,1
2928,Frank-Peter Roetsch,M,East Germany,Biathlon,Gold,2
2929,Franke Sloothaak,M,Germany,Equestrianism,Gold,1
2930,Franke Sloothaak,M,West Germany,Equestrianism,Gold,1
2931,"Franklin Bradford ""Frank"" Shakespeare",M,United States,Rowing,Gold,1
2932,"Franklyn Wood ""Frank"" Fisher",M,Canada,Ice Hockey,Gold,1
2933,Frano Vian,M,Croatia,Water Polo,Gold,1
2934,"Franois ""Frans"" De Haes",M,Belgium,Weightlifting,Gold,1
2935,Franois Alexandre mile Billard,M,Esterel-1,Sailing,Gold,1
2936,Franois Antoine Brandt,M,Minerva Amsterdam,Rowing,Gold,1
2937,Franois Bonlieu,M,France,Alpine Skiing,Gold,1
2938,Franois Brisson,M,France,Football,Gold,1
2939,Franois Hamelin,M,Canada,Short Track Speed Skating,Gold,1
2940,"Franois Herv ""Francesco"" Musso",M,Italy,Boxing,Gold,1
2941,Franois Louis Drolet,M,Canada,Short Track Speed Skating,Gold,1
2942,Franois Xavier Edmond Marie Lesage,M,France,Equestrianism,Gold,2
2943,"Franois tienne ""Frantz"" Reichel",M,Union des Socits Franais de Sports Athletiques,Rugby,Gold,1
2944,Franois-Louis Tremblay,M,Canada,Short Track Speed Skating,Gold,2
2945,Franoise Mbango Etone,F,Cameroon,Athletics,Gold,2
2946,Frans Holger Persson,M,Sweden,Gymnastics,Gold,1
2947,"Frans Wilhelm ""Ville"" Prhl (Horneman-)",M,Finland,Athletics,Gold,1
2948,Frantiek Kuera,M,Czech Republic,Ice Hockey,Gold,1
2949,Frantiek Kunzo,M,Czechoslovakia,Football,Gold,1
2950,Frantiek Ventura,M,Czechoslovakia,Equestrianism,Gold,1
2951,Frantiek apek,M,Czechoslovakia,Canoeing,Gold,1
2952,Frantiek tambacher,M,Czechoslovakia,Football,Gold,1
2953,Franz Bckli,M,Switzerland,Shooting,Gold,1
2954,Franz Ernst Beckert,M,Germany,Gymnastics,Gold,1
2955,Franz Josef Andrysek,M,Austria,Weightlifting,Gold,1
2956,Franz Kapus,M,Switzerland-1,Bobsleigh,Gold,1
2957,Franz Keller,M,West Germany,Nordic Combined,Gold,1
2958,Franz Kemser,M,Germany,Bobsleigh,Gold,1
2959,Franz Klammer,M,Austria,Alpine Skiing,Gold,1
2960,Franz Pfnr,M,Germany,Alpine Skiing,Gold,1
2961,Franz Sondinger,M,Germany,Art Competitions,Gold,1
2962,Franz Wembacher,M,West Germany-1,Luge,Gold,1
2963,Franz Xaver Schmid,M,Germany,Alpinism,Gold,1
2964,Franziska Gude (-Lwe),F,Germany,Hockey,Gold,1
2965,Franziska Weber,F,Germany,Canoeing,Gold,1
2966,Frdric Delpla,M,France,Fencing,Gold,1
2967,Frdric Pietruszka,M,France,Fencing,Gold,1
2968,Frdric-Albert Gustave Bruynseels,M,Edelweiss II-1,Sailing,Gold,1
2969,"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,Belgium,Swimming,Gold,1
2970,Fred Anton Maier,M,Norway,Speed Skating,Gold,1
2971,Fred Brre Lundberg,M,Norway,Nordic Combined,Gold,2
2972,"Fred Rudolph Etchen, Sr.",M,United States,Shooting,Gold,1
2973,"Frederic Delmont ""Fred"" Tootell",M,United States,Athletics,Gold,1
2974,Frederich Cepeda Cruz,M,Cuba,Baseball,Gold,1
2975,"Frederick ""Fred"" Cresser",M,Vesper Boat Club,Rowing,Gold,1
2976,"Frederick ""Fred"" Grace",M,Great Britain,Boxing,Gold,1
2977,"Frederick ""Fred"" Holman",M,Great Britain,Swimming,Gold,1
2978,"Frederick ""Fred"" Sheffield",M,United States,Rowing,Gold,1
2979,"Frederick Carlton ""Carl"" Lewis",M,United States,Athletics,Gold,9
2980,"Frederick Charles ""Charlie"" Delahey",M,Canada,Ice Hockey,Gold,1
2981,"Frederick Claude Vivian ""Fred"" Lane",M,Australia,Swimming,Gold,2
2982,"Frederick Daniel ""Fred"" Tyler",M,United States,Swimming,Gold,1
2983,"Frederick Ferdinand ""Freddie"" Wolff",M,Great Britain,Athletics,Gold,1
2984,"Frederick George ""Fred"" Spackman",M,Upton Park FC,Football,Gold,1
2985,Frederick Harkness Humphreys,M,Great Britain,Tug-Of-War,Gold,1
2986,Frederick Harkness Humphreys,M,London City Police-1,Tug-Of-War,Gold,1
2987,Frederick Harris Merriman,M,London City Police-1,Tug-Of-War,Gold,1
2988,"Frederick Morgan ""Fred"" Hansen",M,United States,Athletics,Gold,1
2989,Frederick Morgan Taylor,M,United States,Athletics,Gold,1
2990,"Frederick Pitt ""Fred"" Alderman",M,United States,Athletics,Gold,1
2991,Frederick Septimus Kelly,M,Leander Club-1,Rowing,Gold,1
2992,Frederick Sparkes Norman Bingley,M,Heroine,Sailing,Gold,1
2993,Frederick Stapleton,M,"Osborne Swimming Club, Manchester",Water Polo,Gold,1
2994,Frederick Stephen Seaman,M,India,Hockey,Gold,1
2995,"Frederick Sylvester ""Fred"" Hird",M,United States,Shooting,Gold,1
2996,"Frederick Vaughn ""Fred"" Newhouse",M,United States,Athletics,Gold,1
2997,"Frederick Warren ""Fred"" Kelly",M,United States,Athletics,Gold,1
2998,"Frederick Weber ""Fred"" Schmidt",M,United States,Swimming,Gold,1
2999,Frederick Whitfield Barrett,M,Great Britain,Polo,Gold,1
3000,"Frederick William ""Fred"" Holmes",M,Great Britain,Tug-Of-War,Gold,1
3001,"Frederick William ""Fred"" Schule",M,United States,Athletics,Gold,1
3002,"Frederick William ""Fred"" Steep",M,Galt Football Club,Football,Gold,1
3003,Frederick William Chapman,M,Great Britain,Football,Gold,1
3004,Frederick William Christian,M,Devon and Somerset Wanderers,Cricket,Gold,1
3005,Frederick William Cuming,M,Devon and Somerset Wanderers,Cricket,Gold,1
3006,Frederick William Goodfellow,M,London City Police-1,Tug-Of-War,Gold,1
3007,"Frederike Jacobie ""Mieke"" Cabout",F,Netherlands,Water Polo,Gold,1
3008,"Frederike Johanna Maria ""Femke"" Heemskerk",F,Netherlands,Swimming,Gold,1
3009,Fredrik Jakob Tage Ulfstand Rosencrantz,M,Sweden,Equestrianism,Gold,1
3010,Fredrik Jan-Ove Stillman,M,Sweden,Ice Hockey,Gold,1
3011,Fredrik Max Emil Lf,M,Sweden,Sailing,Gold,1
3012,Fredrik Teodor Koskenniemi,M,Finland,Athletics,Gold,1
3013,Fredy Schmidtke,M,West Germany,Cycling,Gold,1
3014,"Frentorish ""Tori"" Bowie",F,United States,Athletics,Gold,1
3015,"Frey Fritiof ""Frej"" Liewendahl",M,Finland,Athletics,Gold,1
3016,Frid Mnsurov,M,Azerbaijan,Wrestling,Gold,1
3017,"Friederike ""Friedl"" Iby (-Kopp)",F,Germany,Gymnastics,Gold,1
3018,Friedhelm Wentzke,M,Germany,Canoeing,Gold,1
3019,"Friedrich ""Fritz"" Fischer",M,Germany,Biathlon,Gold,1
3020,"Friedrich ""Fritz"" Kuhn",M,Germany,Bobsleigh,Gold,1
3021,"Friedrich ""Fritz"" Waller",M,Switzerland-2,Bobsleigh,Gold,1
3022,"Friedrich Adolf ""Fritz"" Traun",M,Great Britain/Germany,Tennis,Gold,1
3023,Friedrich Lthi,M,Switzerland,Shooting,Gold,1
3024,Friedrich Wilhelm Gerhard,M,Germany,Equestrianism,Gold,1
3025,Friedrich-Wilhelm Ulrich,M,East Germany,Rowing,Gold,2
3026,Frithjof Olsen,M,Norway,Gymnastics,Gold,1
3027,Frithjof Olsen Slen,M,Norway,Gymnastics,Gold,1
3028,"Fritz ""Itze"" Gunst",M,Germany,Water Polo,Gold,1
3029,Fritz Albert Erich Rademacher,M,Germany,Water Polo,Gold,1
3030,Fritz Bauer,M,Germany,Rowing,Gold,1
3031,Fritz Fromm,M,Germany,Handball,Gold,1
3032,Fritz Hagmann,M,Switzerland,Wrestling,Gold,1
3033,Fritz Ligges,M,West Germany,Equestrianism,Gold,1
3034,Fritz Richard Gustav Schuft,M,Germany,Gymnastics,Gold,2
3035,Fritz Schmidt,M,West Germany,Hockey,Gold,1
3036,Fritz Spengler,M,Germany,Handball,Gold,1
3037,Fritz Strobl,M,Austria,Alpine Skiing,Gold,1
3038,Fritz Thiedemann,M,Germany,Equestrianism,Gold,2
3039,Frode Andresen,M,Norway,Biathlon,Gold,1
3040,Frode Estil,M,Norway,Cross Country Skiing,Gold,2
3041,Ftima Moreira de Melo,F,Netherlands,Hockey,Gold,1
3042,Fu Haifeng,M,China-1,Badminton,Gold,2
3043,Fu Mingxia,F,China,Diving,Gold,4
3044,Fulvio Valbusa,M,Italy,Cross Country Skiing,Gold,1
3045,Fyodor Aleksandrovich Klimov,M,Russia,Figure Skating,Gold,1
3046,Fyodor Fyodorovich Bogdanovsky,M,Soviet Union,Weightlifting,Gold,1
3047,Fyodor Mikhaylovich Terentyev,M,Soviet Union,Cross Country Skiing,Gold,1
3048,Fyodor Petrovich Simashov,M,Soviet Union,Cross Country Skiing,Gold,1
3049,Fyodor Vasilyevich Shutkov,M,Tornado,Sailing,Gold,1
3050,G. Alberto Braglia,M,Italy,Gymnastics,Gold,3
3051,G. Tarantino,M,"Marinai della nave da guerra ""Varese""",Rowing,Gold,1
3052,Gabriel Barbosa Almeida,M,Brazil,Football,Gold,1
3053,"Gabriel Bryan ""Gabe"" Gardner",M,United States,Volleyball,Gold,1
3054,Gabriel Diego Fernndez,M,Argentina,Basketball,Gold,1
3055,Gabriel Fernando de Jesus,M,Brazil,Football,Gold,1
3056,Gabriel Thorstensen,M,Norway,Gymnastics,Gold,1
3057,Gabriel Vidal Nova,M,Spain,Football,Gold,1
3058,Gabriela Grillo,F,West Germany,Equestrianism,Gold,1
3059,Gabriela Szabo (-Gyngyssy),F,Romania,Athletics,Gold,1
3060,"Gabriele ""Gabi"" Lohs-Khn",F,East Germany,Rowing,Gold,2
3061,Gabriele Rossetti,M,Italy,Shooting,Gold,1
3062,Gabriella Dorio (-Spigarolo),F,Italy,Athletics,Gold,1
3063,Gabriella Paruzzi,F,Italy,Cross Country Skiing,Gold,1
3064,Gabriella Timea Szab,F,Hungary,Canoeing,Gold,3
3065,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,United States,Gymnastics,Gold,3
3066,Gail Louise Miller (-Tune),F,Australia,Water Polo,Gold,1
3067,Gail Neall (-Yeoh),F,Australia,Swimming,Gold,1
3068,Gal Fridman,M,Israel,Sailing,Gold,1
3069,Gal Touya,M,France,Fencing,Gold,1
3070,Galabin Pepov Boevski,M,Bulgaria,Weightlifting,Gold,1
3071,"Galen Carter ""G. C."" Spencer",M,Potomac Archers,Archery,Gold,1
3072,Galina Aleksandrovna Leontyeva (Yelnitskaya-),F,Soviet Union,Volleyball,Gold,2
3073,Galina Alekseyevna Kukleva,F,Russia,Biathlon,Gold,1
3074,Galina Alekseyevna Kulakova,F,Soviet Union,Cross Country Skiing,Gold,4
3075,Galina Andreyevna Stepanskaya,F,Soviet Union,Speed Skating,Gold,1
3076,Galina Ivanovna Zybina (-Fyodorova),F,Soviet Union,Athletics,Gold,1
3077,Galina Napoleonovna Urbanovich (Khelle-),F,Soviet Union,Gymnastics,Gold,1
3078,Galina Sergeyevna Kreft-Alekseyeva,F,Soviet Union,Canoeing,Gold,1
3079,Galina Yakovlevna Minaicheva (-Sharabidze),F,Soviet Union,Gymnastics,Gold,1
3080,"Galina Yakovlevna Shamray (Rudko-, -Ilyina)",F,Soviet Union,Gymnastics,Gold,1
3081,Galina Yevgenyevna Gorokhova,F,Soviet Union,Fencing,Gold,3
3082,Galliano Rossini,M,Italy,Shooting,Gold,1
3083,Gang Min-Ho,M,South Korea,Baseball,Gold,1
3084,Gang Yun-Mi,F,South Korea,Short Track Speed Skating,Gold,1
3085,Gao Ling,F,China-2,Badminton,Gold,2
3086,Gao Min,F,China,Diving,Gold,2
3087,Garba Lawal,M,Nigeria,Football,Gold,1
3088,Garrett Weber-Gale,M,United States,Swimming,Gold,2
3089,Garry Gerard Paul Herbert,M,Great Britain,Rowing,Gold,1
3090,Gary Arthur Chapman,M,Australia,Swimming,Gold,1
3091,Gary David Robertson,M,New Zealand,Rowing,Gold,1
3092,Gary Dwayne Payton,M,United States,Basketball,Gold,2
3093,Gary Lee Anderson,M,United States,Shooting,Gold,2
3094,Gary Milburn Tobian,M,United States,Diving,Gold,1
3095,Gary Robert Conelly,M,United States,Swimming,Gold,2
3096,Gary Steven Ilman,M,United States,Swimming,Gold,2
3097,"Gary Wayne Hall, Jr.",M,United States,Swimming,Gold,5
3098,"Gary Wayne Hall, Sr.",M,United States,Swimming,Gold,1
3099,Gaston Achille Louis Aumoitte,M,France,Croquet,Gold,2
3100,Gaston Antoine Mercier,M,France,Rowing,Gold,1
3101,Gaston Frdric Blanchy,M,Olle,Sailing,Gold,2
3102,Gaston Joseph Clment Marie Salmon,M,Belgium,Fencing,Gold,1
3103,Gaston Jules Louis Antoine Alibert,M,France,Fencing,Gold,2
3104,Gaston Marie Thub,M,Mac Miche,Sailing,Gold,1
3105,Gaston Roelants,M,Belgium,Athletics,Gold,1
3106,Gaston tienne Ghislaine Reiff,M,Belgium,Athletics,Gold,1
3107,Gatan T. Boucher,M,Canada,Speed Skating,Gold,2
3108,Gauthier Grumier,M,France,Fencing,Gold,1
3109,Gaydarbek Abdulayevich Gaydarbekov,M,Russia,Boxing,Gold,1
3110,Gazanfer Bilge,M,Turkey,Wrestling,Gold,1
3111,Gbor Benedek,M,Hungary,Modern Pentathlon,Gold,1
3112,Gbor Csap,M,Hungary,Water Polo,Gold,1
3113,Gbor Horvth,M,Hungary,Canoeing,Gold,2
3114,Gbor Kis,M,Hungary,Water Polo,Gold,1
3115,Gbor Lzsl Delneky,M,Hungary,Fencing,Gold,1
3116,Ge Fei,F,China-2,Badminton,Gold,2
3117,Gehnll Persson,M,Sweden,Equestrianism,Gold,2
3118,Geir Karlstad,M,Norway,Speed Skating,Gold,1
3119,Gela K'et'ashvili,M,Soviet Union,Football,Gold,1
3120,Gelena Dmitriyevna Topilina,F,Russia,Synchronized Swimming,Gold,1
3121,Gelindo Bordin,M,Italy,Athletics,Gold,1
3122,Geminio Ognio,M,Italy,Water Polo,Gold,1
3123,Gemma Etheridge,F,Australia,Rugby Sevens,Gold,1
3124,Gennady Dmitriyevich Tsygankov,M,Soviet Union,Ice Hockey,Gold,2
3125,Gennady Georgiyevich Volnov,M,Soviet Union,Basketball,Gold,1
3126,Gennady Ivanovich Shatkov,M,Soviet Union,Boxing,Gold,1
3127,Gennady Mikhaylovich Karponosov,M,Soviet Union-1,Figure Skating,Gold,1
3128,Gennady Viktorovich Komnatov,M,Soviet Union,Cycling,Gold,1
3129,Gennady Vladimirovich Korban,M,Soviet Union,Wrestling,Gold,1
3130,Gennady Yegorovich Korshikov,M,Soviet Union,Rowing,Gold,1
3131,Genrikh Ivanovich Sidorenkov,M,Soviet Union,Ice Hockey,Gold,1
3132,"Geoffrey Steven ""Geoff"" Gaberino",M,United States,Swimming,Gold,1
3133,Geoffrey Travers Mason,M,United States-2,Bobsleigh,Gold,1
3134,"Georg ""Georges"" Miez",M,Switzerland,Gymnastics,Gold,4
3135,"Georg ""Jrg"" Siebert",M,West Germany,Rowing,Gold,1
3136,Georg Albert Christian Albertsen,M,Denmark,Gymnastics,Gold,1
3137,Georg Dascher,M,Germany,Handball,Gold,1
3138,Georg Gustaf Wilhelm von Braun,M,Sweden,Equestrianism,Gold,2
3139,Georg Hackl,M,Germany,Luge,Gold,3
3140,Georg Henrik Tengvall,M,Sif,Sailing,Gold,1
3141,Georg Hettich,M,Germany,Nordic Combined,Gold,1
3142,Georg Naue,M,Aschenbrodel,Sailing,Gold,1
3143,Georg Otto Hilmar,M,Germany,Gymnastics,Gold,2
3144,Georg Selenius,M,Norway,Gymnastics,Gold,1
3145,Georg Spohr,M,East Germany,Rowing,Gold,2
3146,Georg Thoma,M,Germany,Nordic Combined,Gold,1
3147,Georg Zacharias,M,Germany,Swimming,Gold,1
3148,"George ""Jiff"" Wilson",M,United States,Basketball,Gold,1
3149,George Arthur Miller,M,Roehampton-1,Polo,Gold,1
3150,George Bernard Underwood,M,New York Athletic Club,Athletics,Gold,1
3151,George Christopher Nash,M,Great Britain,Rowing,Gold,1
3152,George Cloutier,M,Winnipeg Shamrocks-1,Lacrosse,Gold,1
3153,"George Cornelius ""Con"" O'Kelly, Sr.",M,Great Britain,Wrestling,Gold,1
3154,George Ducker,M,Galt Football Club,Football,Gold,1
3155,George Dyer O'Day,M,Minotaur,Sailing,Gold,1
3156,George Edward Foreman,M,United States,Boxing,Gold,1
3157,George Edward Larner,M,Great Britain,Athletics,Gold,2
3158,George Edward Mara,M,Canada,Ice Hockey,Gold,1
3159,"George Elwood ""Shorty"" Hunt, Jr.",M,United States,Rowing,Gold,1
3160,George Eric McCarthy Marthins,M,India,Hockey,Gold,1
3161,George Frederick Garbutt,M,Canada,Ice Hockey,Gold,1
3162,George Frederick McGrath,M,Great Britain,Hockey,Gold,1
3163,George Frederick William de Relwyskow,M,Great Britain,Wrestling,Gold,1
3164,George Gordon Abel,M,Canada,Ice Hockey,Gold,1
3165,George Haddow Rennie,M,Canada,Lacrosse,Gold,1
3166,George Harold Kojac,M,United States,Swimming,Gold,2
3167,George Helm Roth,M,United States,Gymnastics,Gold,1
3168,George Henry Bretz (-Brett),M,Winnipeg Shamrocks-1,Lacrosse,Gold,1
3169,George Henry Goulding,M,Canada,Athletics,Gold,1
3170,George Herbert Leigh Mallory,M,Great Britain,Alpinism,Gold,1
3171,George Herbert Sheldon,M,United States,Diving,Gold,1
3172,"George Herrold ""Doc"" Campbell",M,Canada,Lacrosse,Gold,1
3173,George Hetzel Baird,M,United States,Athletics,Gold,1
3174,George Hunter,M,South Africa,Boxing,Gold,1
3175,George Ingle Finch,M,Australia,Alpinism,Gold,1
3176,"George J. Saling, Jr.",M,United States,Athletics,Gold,1
3177,George James Cattanach,M,Winnipeg Shamrocks-1,Lacrosse,Gold,1
3178,George John Buckley,M,Devon and Somerset Wanderers,Cricket,Gold,1
3179,George John Dietz,M,Century Boat Club-1,Rowing,Gold,1
3180,George Julius Gulack,M,United States,Gymnastics,Gold,1
3181,"George Lawrence ""Larry"" James",M,United States,Athletics,Gold,1
3182,George Lewis Ahlgren,M,United States,Rowing,Gold,1
3183,George Louis Eyser,M,United States,Gymnastics,Gold,3
3184,George Martin Dixon,M,United States,Rugby,Gold,1
3185,George Nicholas Mehnert,M,United States,Wrestling,Gold,2
3186,George Patrick Genereux,M,Canada,Shooting,Gold,1
3187,"George Philip ""Phil"" Bryant",M,United States,Archery,Gold,2
3188,George Prifold Harrison,M,United States,Swimming,Gold,1
3189,George Ritchie Hodgson,M,Canada,Swimming,Gold,2
3190,George Seymour Lyon,M,Canada,Golf,Gold,1
3191,"George Shelby ""Buddy"" Friedrichs, Jr.",M,United States,Sailing,Gold,1
3192,George Stuart Dole,M,United States,Wrestling,Gold,1
3193,George Thomas DiCarlo,M,United States,Swimming,Gold,1
3194,George Thomson Cornet,M,Great Britain,Water Polo,Gold,2
3195,George V. Finnegan,M,United States,Boxing,Gold,1
3196,George Valentine Bonhag,M,United States,Athletics,Gold,2
3197,George Vincent Rhoden,M,Jamaica,Athletics,Gold,2
3198,George W. Van Cleaf,M,New York Athletic Club-1,Water Polo,Gold,1
3199,George Walter Canning,M,Great Britain,Tug-Of-War,Gold,1
3200,George Washington F. Orton,M,Canada,Athletics,Gold,1
3201,George Whiteside Hillyard,M,Great Britain-1,Tennis,Gold,1
3202,George Wilfred Nevinson,M,Great Britain,Water Polo,Gold,1
3203,George Wilkinson,M,Great Britain,Water Polo,Gold,2
3204,George William Hungerford,M,Canada,Rowing,Gold,1
3205,George Winthrop Fish,M,United States,Rugby,Gold,1
3206,Georges Arthur Dillon-Kavanagh du Fertagh,M,France,Fencing,Gold,2
3207,Georges Charles Armand Tainturier,M,France,Fencing,Gold,2
3208,Georges Eugne Wambst,M,France,Cycling,Gold,1
3209,"Georges Eugne William ""Go"" Buchard",M,France,Fencing,Gold,2
3210,Georges Hebdin,M,Belgium,Football,Gold,1
3211,Georges Henri Dtreille,M,France,Cycling,Gold,1
3212,Georges Lambert Casimir Nagelmackers,M,Belgium-1,Equestrianism,Gold,1
3213,Georges Lucien Rigal,M,France,Water Polo,Gold,1
3214,Georges Monier,M,Belgium,Art Competitions,Gold,1
3215,Georges Turlier,M,France,Canoeing,Gold,1
3216,Georges douard Johin,M,France,Croquet,Gold,1
3217,Georgeta Damian-Andrunache,F,Romania,Rowing,Gold,5
3218,Georgi Kostadinov,M,Bulgaria,Boxing,Gold,1
3219,Georgi Markov,M,Bulgaria,Wrestling,Gold,1
3220,Georgi Petkov Raykov,M,Bulgaria,Wrestling,Gold,1
3221,Georgia V. Coleman (-Gilson),F,United States,Diving,Gold,1
3222,Georgina Emma Buchanan Evers-Swindell (-Earl),F,New Zealand,Rowing,Gold,2
3223,"Georgina Sophie ""Georgie"" Twigg",F,Great Britain,Hockey,Gold,1
3224,Georgios Aliprantis,M,Greece,Gymnastics,Gold,1
3225,Georgios D. Orfanidis,M,Greece,Shooting,Gold,2
3226,Georgios Zaimis,M,Nirefs,Sailing,Gold,1
3227,Georgy Grigoryevich Mondzolevsky,M,Soviet Union,Volleyball,Gold,2
3228,Georgy Vladimirovich Sviridenko,M,Soviet Union,Handball,Gold,1
3229,Geraint Howell Thomas,M,Great Britain,Cycling,Gold,2
3230,Gerald Alexander Tinker,M,United States,Athletics,Gold,1
3231,"Gerald Click ""Gerry"" Schreck",M,United States,Sailing,Gold,1
3232,Gerald Dreyer,M,South Africa,Boxing,Gold,1
3233,Gerald Eustace Merlin,M,Great Britain,Shooting,Gold,1
3234,Gerald Grant Main,M,Canada,Rowing,Gold,1
3235,"Gerald Howard ""Gerry"" Ashworth",M,United States,Athletics,Gold,1
3236,Gerald Logan,M,England-1,Hockey,Gold,1
3237,"Gerald Rudolph ""Gerry"" Glackan",M,India,Hockey,Gold,1
3238,Geraldine Anne Heaney,F,Canada,Ice Hockey,Gold,1
3239,Gerard Pieter Hendrik van Velde,M,Netherlands,Speed Skating,Gold,1
3240,Gerard Pieter de Kruijff,M,Netherlands,Equestrianism,Gold,2
3241,Gerard Theodor Hubert Van Innis,M,Belgium,Archery,Gold,6
3242,Gerard Wybo Veldman,M,New Zealand,Rowing,Gold,1
3243,Gerben Karstens,M,Netherlands,Cycling,Gold,1
3244,Gerd Cintl,M,Germany,Rowing,Gold,1
3245,Gerd Kanter,M,Estonia,Athletics,Gold,1
3246,Gerd Kische,M,East Germany,Football,Gold,1
3247,Gerd Weber,M,East Germany,Football,Gold,1
3248,Gerd Wessig,M,East Germany,Athletics,Gold,1
3249,Gerda Johanna Marie van der Kade-Koudijs,F,Netherlands,Athletics,Gold,1
3250,Gerda Weissensteiner,F,Italy,Luge,Gold,1
3251,Geremi Sorele Njitap Fotso,M,Cameroon,Football,Gold,1
3252,"Gergely ""Gerg"" Kiss",M,Hungary,Water Polo,Gold,3
3253,"Gerhard ""Gerd"" Wiltfang",M,West Germany,Equestrianism,Gold,1
3254,Gerhard Auer,M,West Germany,Rowing,Gold,1
3255,Gerhard Gustmann,M,Germany,Rowing,Gold,1
3256,Gerhard Haidacher,M,Austria-1,Bobsleigh,Gold,1
3257,Gerhard Heer,M,West Germany,Fencing,Gold,1
3258,Gerhard Karl Eduard Stck,M,Germany,Athletics,Gold,1
3259,Gerlinde Doberschtz (Mey-),F,East Germany,Rowing,Gold,1
3260,German Aleksandrovich Sveshnikov,M,Soviet Union,Fencing,Gold,2
3261,Germn Daro Lux,M,Argentina,Football,Gold,1
3262,Germn Mesa Fresneda,M,Cuba,Baseball,Gold,1
3263,Gert Fridolf Fredriksson,M,Sweden,Canoeing,Gold,6
3264,Gert Heidler,M,East Germany,Football,Gold,1
3265,Gert Ingvar Severin Hansson,M,Sweden,Sailing,Gold,1
3266,"Gertrud ""Trudi"" Meyer (-Baier)",F,Germany,Gymnastics,Gold,1
3267,"Gertrude Caroline ""Trudy"" Ederle",F,United States,Swimming,Gold,1
3268,Gervasio Deferr ngel,M,Spain,Gymnastics,Gold,2
3269,Gezahgne Abera,M,Ethiopia,Athletics,Gold,1
3270,Ghada Shouaa,F,Syria,Athletics,Gold,1
3271,Ghasem Gholamreza Rezaei,M,Iran,Wrestling,Gold,1
3272,Gheorghe Berceanu,M,Romania,Wrestling,Gold,1
3273,Gholam Reza Takhti,M,Iran,Wrestling,Gold,1
3274,Giaan Leigh Rooney,F,Australia,Swimming,Gold,1
3275,Giacomo Fornoni,M,Italy,Cycling,Gold,1
3276,Giacomo Gaioni,M,Italy,Cycling,Gold,1
3277,Giacomo Luigi Conti,M,Italy-1,Bobsleigh,Gold,1
3278,Gian Carlo Costigliolo,M,Italy,Gymnastics,Gold,1
3279,Gian Simmen,M,Switzerland,Snowboarding,Gold,1
3280,Giancarlo Bergamini,M,Italy,Fencing,Gold,1
3281,Giancarlo Brusati,M,Italy,Fencing,Gold,1
3282,Giancarlo Cornaggia-Medici Peterbelli,M,Italy,Fencing,Gold,3
3283,Giancarlo Guerrini,M,Italy,Water Polo,Gold,1
3284,Gianfranco Dalla Barba,M,Italy,Fencing,Gold,1
3285,Gianfranco Pandolfini,M,Italy,Water Polo,Gold,1
3286,Giani Stparich,M,Italy,Art Competitions,Gold,1
3287,Gianluca Farina,M,Italy,Rowing,Gold,1
3288,Gianluigi Saccaro,M,Italy,Fencing,Gold,1
3289,Gianni Lonzi,M,Italy,Water Polo,Gold,1
3290,Gianni Petrus Cornelis Romme,M,Netherlands,Speed Skating,Gold,2
3291,Gil Roberts,M,United States,Athletics,Gold,1
3292,"Gilbert ""Gib"" Ford",M,United States,Basketball,Gold,1
3293,Gilbert T. Gray,M,Jupiter,Sailing,Gold,1
3294,Gilbert Umfreville Laws,M,Dormy-1,Sailing,Gold,1
3295,"Gilberto Amauri ""Giba"" de Godoy Filho",M,Brazil,Volleyball,Gold,1
3296,Gilchrist Stanley Maclagan,M,Leander Club-1,Rowing,Gold,1
3297,Giles Lyndon Scott,M,Great Britain,Sailing,Gold,1
3298,Giliante D'Este,M,Italy,Rowing,Gold,1
3299,Gilles Berolatti,M,France,Fencing,Gold,1
3300,"Gillian ""Gill"" Cowley",F,Zimbabwe,Hockey,Gold,1
3301,"Gillian ""Jill"" Sterkel",F,United States,Swimming,Gold,2
3302,Gillian Dewey Boxx,F,United States,Softball,Gold,1
3303,Gillian Ferrari,F,Canada,Ice Hockey,Gold,1
3304,Gillian Maria Elisabeth van den Berg,F,Netherlands,Water Polo,Gold,1
